Date,T_Max,T_Min,Tav,Rain,Evap,Radn,VP,RHAv,RHmaxT,RHminT,Mlake
05/01/2017 00:00,26.7,16.9,21.8,0,9.4,29,14.2,57.15,40.5,73.8,7
06/01/2017 00:00,28.6,13.6,21.1,0,8.1,31.5,13.6,61.1,34.8,87.4,7.6
07/01/2017 00:00,34,12.5,23.25,0,9,31.6,13.9,61.05,26.1,96,7.9
08/01/2017 00:00,26.1,16,21.05,0,9.8,29.6,18,76.15,53.2,99.1,7.3
09/01/2017 00:00,22.2,14.8,18.5,0,7,23.6,10.6,51.3,39.6,63,5.2
10/01/2017 00:00,31.2,8.2,19.7,0,8.2,31,10.8,61.6,23.8,99.4,7.1
11/01/2017 00:00,28.7,15.2,21.95,0,9.8,30.8,12,50,30.5,69.5,7.4
12/01/2017 00:00,21.9,16.6,19.25,0,3.4,8.5,16.3,74.2,62.1,86.3,2.5
13/01/2017 00:00,21.2,14.1,17.65,0.4,3.5,14,15.3,78,60.8,95.2,3.4
14/01/2017 00:00,23,7.3,15.15,1.2,5.5,22.1,11.9,71.2,42.4,100,4.6
15/01/2017 00:00,29.2,8.2,18.7,0,7.7,30.3,12.6,65.55,31.1,100,6.9
16/01/2017 00:00,30.7,11.6,21.15,0,8.4,29.7,14,65.85,31.7,100,7.1
17/01/2017 00:00,40.9,15.8,28.35,0,14.4,30.8,9.8,33.65,12.7,54.6,8
18/01/2017 00:00,25,19.8,22.4,0,8.8,21.6,19,71.15,60,82.3,5.5
19/01/2017 00:00,23.8,14.9,19.35,0,6.8,26.6,12.9,60,43.8,76.2,6.1
20/01/2017 00:00,25.4,10.8,18.1,0,7,30.4,14,71.6,43.2,100,7
21/01/2017 00:00,25.4,11.6,18.5,0,7.7,29.8,14.2,71.9,43.8,100,6.9
22/01/2017 00:00,25.4,9.9,17.65,0,7.4,26.9,14.7,72.65,45.3,100,6.1
23/01/2017 00:00,25.7,11.3,18.5,0,7.9,30.1,13.1,68.8,39.7,97.9,6.9
24/01/2017 00:00,36,12.2,24.1,0,11,27.2,13.1,57.1,22,92.2,6.7
25/01/2017 00:00,23.2,16.9,20.05,0,8.2,25.2,12.8,55.75,45,66.5,5.8
26/01/2017 00:00,23.1,10.6,16.85,0,6.5,26.9,11.7,66.5,41.4,91.6,5.8
27/01/2017 00:00,24.4,9.8,17.1,0,5.6,29.8,12.9,71.1,42.2,100,6.7
28/01/2017 00:00,22.7,13.3,18,0,4.6,15.7,15.2,77.35,55.1,99.6,3.6
29/01/2017 00:00,21.8,12.6,17.2,1,6.9,21.6,10.5,56.1,40.2,72,4.6
30/01/2017 00:00,25.5,11.5,18.5,0,5.2,21.6,14.2,71.75,43.5,100,4.9
31/01/2017 00:00,20.3,14.2,17.25,0.4,4.6,14.5,16.3,84.25,68.5,100,3.7
01/02/2017 00:00,20.9,10,15.45,12.6,4.9,20.2,11.6,70.75,47,94.5,4.2
02/02/2017 00:00,21.8,11,16.4,2.2,4.4,18,14.7,78.15,56.3,100,3.9
03/02/2017 00:00,24.4,13.7,19.05,0.4,4.6,18.2,18.3,79.95,59.9,100,4.3
04/02/2017 00:00,24.9,9.8,17.35,0,6.9,27.6,13.9,72.1,44.2,100,6.1
05/02/2017 00:00,31.5,9.8,20.65,0,7.4,29.2,14.3,65.45,30.9,100,6.9
06/02/2017 00:00,36.6,11.7,24.15,0,10.1,24.3,14,61.4,22.8,100,6
07/02/2017 00:00,26,16,21,0,8.1,25.8,17.3,73.35,51.5,95.2,6.2
08/02/2017 00:00,27.3,13.6,20.45,0,6.6,24.9,17.6,74.25,48.5,100,5.9
09/02/2017 00:00,26.5,14.5,20.5,0,6.9,21.9,17.3,75,50,100,5.2
10/02/2017 00:00,23.7,15,19.35,0,6.7,22.7,12.3,57.1,42,72.2,5.1
11/02/2017 00:00,24.3,9.8,17.05,0,7.8,28.3,11.5,66.45,37.9,95,6.2
12/02/2017 00:00,27.4,11.5,19.45,0,6.9,27.5,15.4,71.1,42.2,100,6.4
13/02/2017 00:00,29.2,13.2,21.2,0,7,27.9,15,67.95,37,98.9,6.7
14/02/2017 00:00,32.4,16.8,24.6,0,7.6,25.3,19.5,70.05,40.1,100,6.6
15/02/2017 00:00,36.9,18.9,27.9,0,7.9,23.5,20.6,63.7,33,94.4,6.6
16/02/2017 00:00,36.3,18,27.15,0,7.3,25.2,17.5,56.9,29,84.8,6.7
17/02/2017 00:00,38.5,19.3,28.9,0,9.7,24.6,15.8,46.9,23.2,70.6,6.7
18/02/2017 00:00,39.2,22.7,30.95,0,12.3,26,12.1,30.5,17.1,43.9,7.1
19/02/2017 00:00,23.7,17.2,20.45,0,8.2,23.8,16,68.1,54.6,81.6,5.6
20/02/2017 00:00,24.2,10.9,17.55,0,6.1,21.9,10.7,58.75,35.4,82.1,4.6
21/02/2017 00:00,27.8,13.7,20.75,0,5.6,20.2,16.5,72.1,44.2,100,4.8
22/02/2017 00:00,32.2,15.5,23.85,0,6.7,18.2,18.6,69.35,38.7,100,4.7
23/02/2017 00:00,35.9,19.1,27.5,0,8.5,25.9,16,49.75,27.1,72.4,6.9
24/02/2017 00:00,36.1,21.6,28.85,0,6.9,17.3,15.8,43.85,26.4,61.3,5
25/02/2017 00:00,21.3,18.2,19.75,0.4,2.8,7.7,18.9,82.55,74.6,90.5,2.2
26/02/2017 00:00,28.8,15.5,22.15,1.4,5.6,25.4,16.9,69.35,42.7,96,6.2
27/02/2017 00:00,19.5,17.6,18.55,0,3,6.4,17.8,83.55,78.6,88.5,1.8
28/02/2017 00:00,21.8,12.4,17.1,2,7.4,22.8,10.5,56.6,40.2,73,4.7
01/03/2017 00:00,25.3,11.1,18.2,0,7,25.1,10.6,56.6,32.9,80.3,5.4
02/03/2017 00:00,29.1,11,20.05,0,6.4,24.8,11.7,59.1,29,89.2,5.5
03/03/2017 00:00,32.1,13.9,23,0,6.7,25,12.7,53.3,26.6,80,5.9
04/03/2017 00:00,35.1,18.2,26.65,0,9.1,24.3,15.7,51.5,27.8,75.2,6.3
05/03/2017 00:00,35.1,20.4,27.75,0,8.5,21.1,15.4,45.75,27.2,64.3,5.6
06/03/2017 00:00,34.9,20.8,27.85,0,7.4,21,16.6,48.65,29.7,67.6,5.6
07/03/2017 00:00,33.7,21.6,27.65,0,6.1,14.8,20.4,59.05,39,79.1,4.4
08/03/2017 00:00,35.4,22.6,29,0.2,6,16,19.5,52.5,33.9,71.1,4.8
09/03/2017 00:00,33.3,20.2,26.75,0,4,10.5,20.1,62.1,39.3,84.9,3.4
10/03/2017 00:00,34.8,19.3,27.05,0,5.6,19.3,19.9,62.35,35.8,88.9,5.3
11/03/2017 00:00,37.6,18.5,28.05,0,7.6,21,20.9,65.2,32.2,98.2,5.8
12/03/2017 00:00,38.3,21.2,29.75,0,12.9,23,13.7,37.35,20.3,54.4,6.2
13/03/2017 00:00,23,17.8,20.4,0,7,18.3,13.5,57.2,48.1,66.3,4.1
14/03/2017 00:00,24.4,16.3,20.35,0,5.8,18.2,11.6,50.3,38,62.6,4
15/03/2017 00:00,24.7,13.3,19,0,4.7,18.8,14.4,70.3,46.3,94.3,4.1
16/03/2017 00:00,22.4,15.8,19.1,0,5.1,15,15.2,70.4,56.1,84.7,3.3
17/03/2017 00:00,20.5,9.9,15.2,0,4.4,15.9,9.3,57.45,38.6,76.3,3
18/03/2017 00:00,22.7,7.1,14.9,0,4.8,21.6,10.6,69.2,38.4,100,4.2
19/03/2017 00:00,26.1,8.7,17.4,0,5.3,21.3,12,67.75,35.5,100,4.4
20/03/2017 00:00,31.2,10.2,20.7,0,9,19.4,8.8,45.1,19.4,70.8,4.1
21/03/2017 00:00,22.3,16.5,19.4,0.4,5.3,12.3,16.3,73.75,60.6,86.9,2.8
22/03/2017 00:00,20.6,14.2,17.4,0.1,3.1,10.2,12.4,63.85,51.1,76.6,2.2
23/03/2017 00:00,25.2,14.1,19.65,3.2,4.2,16.9,16.4,75.6,51.2,100,3.7
24/03/2017 00:00,23.9,15.7,19.8,2,4.3,16.4,17.8,79.95,60,99.9,3.6
25/03/2017 00:00,22.9,13.1,18,1,3.1,7.5,16.1,78.85,57.7,100,2.2
26/03/2017 00:00,33.8,12.2,23,0,10.7,19,14,62.6,26.6,98.6,4.4
27/03/2017 00:00,25.3,18.7,22,0,3.8,5.6,13.1,50.7,40.6,60.8,1.7
28/03/2017 00:00,20.9,13.6,17.25,3.2,5.3,18.2,13.6,71.2,55,87.4,3.7
29/03/2017 00:00,22,11.1,16.55,0.1,2.7,12.2,12.4,70.4,46.9,93.9,2.4
30/03/2017 00:00,20.8,12.8,16.8,0,1.9,5.2,16.1,82.8,65.6,100,1.5
31/03/2017 00:00,21,13.4,17.2,2.3,3.1,13.9,15.6,81.4,62.8,100,2.8
01/04/2017 00:00,21.8,13.1,17.45,0.4,2.3,9.6,14.6,76.4,55.9,96.9,2
02/04/2017 00:00,21.8,14.5,18.15,0.1,3.5,11.1,18,84.45,68.9,100,2.5
03/04/2017 00:00,20.5,9.5,15,1,4.7,18.2,11.5,72.3,47.7,96.9,3.4
04/04/2017 00:00,20.9,5.9,13.4,0,4.5,18.1,10.2,70.65,41.3,100,3.2
05/04/2017 00:00,26.3,7.5,16.9,0,4,19.3,11.2,66.35,32.7,100,3.8
06/04/2017 00:00,29.5,9.2,19.35,0.1,5.8,18.6,12,64.55,29.1,100,3.9
07/04/2017 00:00,24.1,10.7,17.4,0,4.1,15.9,16.2,77,54,100,3.2
08/04/2017 00:00,23.5,10.9,17.2,0,4,17.3,13.8,73.85,47.7,100,3.4
09/04/2017 00:00,22.5,9.4,15.95,0,3.7,17.8,14.4,76.45,52.9,100,3.4
10/04/2017 00:00,24.6,7.1,15.85,0,3.7,18.2,13.8,72.3,44.6,100,3.5
11/04/2017 00:00,26.2,11.2,18.7,0,3.6,15.7,15,72.05,44.1,100,3.2
12/04/2017 00:00,30.1,11,20.55,0,4.9,11.2,15.2,67.8,35.6,100,2.5
13/04/2017 00:00,24.6,17.2,20.9,0,2.2,7.5,16.3,67.9,52.7,83.1,1.9
14/04/2017 00:00,21.6,14.3,17.95,0,2.5,11.9,13.3,66.65,51.6,81.7,2.3
15/04/2017 00:00,19.7,11.8,15.75,0.2,3.3,11.4,14.6,81.8,63.6,100,2.1
16/04/2017 00:00,20.5,7.7,14.1,0.2,3,15.8,11.4,73.65,47.3,100,2.8
17/04/2017 00:00,21.1,8.1,14.6,0,3.3,15.6,11.1,72.2,44.4,100,2.7
18/04/2017 00:00,20.9,8.5,14.7,0,3.9,13.3,14.1,78.55,57.1,100,2.3
19/04/2017 00:00,20.8,5.1,12.95,0,3.5,15.3,9.1,68.55,37.1,100,2.5
20/04/2017 00:00,20.2,3.8,12,0,4,15.5,8.5,67.95,35.9,100,2.5
21/04/2017 00:00,15.8,9.1,12.45,0,1.7,4.9,8.7,61.9,48.5,75.3,0.8
22/04/2017 00:00,20.8,9,14.9,15.8,5.3,12.9,14.9,80.35,60.7,100,2.2
23/04/2017 00:00,18.6,11,14.8,2.4,3,8.6,12.4,76.2,57.9,94.5,1.5
24/04/2017 00:00,20.4,11.5,15.95,5.6,1.7,10.8,15.1,81.5,63,100,1.9
25/04/2017 00:00,21.2,11.6,16.4,2.6,1.5,11,16.5,82.8,65.6,100,2
26/04/2017 00:00,23.4,13.6,18.5,0.2,3,14.5,17.5,80.4,60.8,100,2.9
27/04/2017 00:00,25.1,13.3,19.2,0,4.9,11.2,12.8,62.05,40.2,83.9,2.1
28/04/2017 00:00,19.2,14.8,17,1.2,2.9,8.6,15.3,79.85,68.8,90.9,1.6
29/04/2017 00:00,18.9,12.4,15.65,1,2.6,7.1,13.9,80.15,63.7,96.6,1.4
30/04/2017 00:00,19.5,10.8,15.15,0.2,1.3,7.3,12.8,77.7,56.5,98.9,1.3
01/05/2017 00:00,19.9,8,13.95,0,3,11.8,12.3,76.5,53,100,1.9
02/05/2017 00:00,20.4,3.5,11.95,0,4.5,14.7,9.4,69.6,39.2,100,2.3
03/05/2017 00:00,21.7,8.8,15.25,0,2.5,5.1,7.6,48.2,29.3,67.1,0.9
04/05/2017 00:00,18.1,9.4,13.75,0.4,3.5,11,10.7,71.15,51.5,90.8,1.7
05/05/2017 00:00,16.8,3.8,10.3,0,2.1,10.3,8.5,72.25,44.5,100,1.4
06/05/2017 00:00,15.8,8.6,12.2,2.8,2,6.1,10.5,76.25,58.5,94,1
07/05/2017 00:00,25.7,8.3,17,2,4.6,12.6,10.2,62.05,30.9,93.2,2.1
08/05/2017 00:00,28.3,13.6,20.95,0,4.3,12.6,9.9,44.65,25.7,63.6,2.4
09/05/2017 00:00,28.1,14.2,21.15,0,5.4,9.3,12.9,56.8,33.9,79.7,1.8
10/05/2017 00:00,25.8,16.4,21.1,0,4.2,10.3,11.2,46.9,33.7,60.1,1.9
11/05/2017 00:00,24.5,14.5,19.5,0,3.6,9.6,11.5,53.55,37.4,69.7,1.7
12/05/2017 00:00,20,14.6,17.3,11,2.1,9.6,16.5,84.95,70.6,99.3,1.6
13/05/2017 00:00,15.4,8.9,12.15,8.8,2.2,8.7,11.4,82.6,65.2,100,1.2
14/05/2017 00:00,16.8,9.1,12.95,6.6,3.3,10.1,11.5,79.85,60.1,99.6,1.4
15/05/2017 00:00,17.4,9.8,13.6,4.6,1.9,9.4,13.8,84.75,69.5,100,1.4
16/05/2017 00:00,17.4,10.6,14,1.6,2.4,9.4,12.9,82.45,64.9,100,1.4
17/05/2017 00:00,17.2,8.6,12.9,0.8,1.4,9.9,12.6,82.1,64.2,100,1.4
18/05/2017 00:00,16.8,7,11.9,1.2,1.4,10.8,12.6,82.95,65.9,100,1.5
19/05/2017 00:00,20.3,7.2,13.75,0,1.5,9,11.5,74.15,48.3,100,1.3
20/05/2017 00:00,18.3,9.3,13.8,0.2,1.3,8.8,13.8,82.85,65.7,100,1.2
21/05/2017 00:00,18.4,8.1,13.25,2.2,1.5,6.9,10.9,75.75,51.5,100,1
22/05/2017 00:00,15,10.1,12.55,3.4,0.9,3.2,12.2,85.2,71.6,98.8,0.7
23/05/2017 00:00,16.9,7.7,12.3,1,2,11.8,11.7,80.4,60.8,100,1.7
24/05/2017 00:00,17.4,5.3,11.35,0,1.1,8.2,12.4,81.2,62.4,100,1
25/05/2017 00:00,18.9,10.2,14.55,0,0.9,8,14.4,83,66,100,1.1
26/05/2017 00:00,17.4,10.6,14,3.6,1.3,7.2,14,85.25,70.5,100,1
27/05/2017 00:00,16.8,8.5,12.65,0,1.4,6.7,11.9,81.1,62.2,100,0.9
28/05/2017 00:00,17.6,6.9,12.25,0,1.5,9.8,10.7,76.6,53.2,100,1.3
29/05/2017 00:00,19.1,7.9,13.5,0,1.6,5.8,11,74.9,49.8,100,0.8
30/05/2017 00:00,20.5,11,15.75,0,2,8,14.2,79.45,58.9,100,1.2
31/05/2017 00:00,15.9,13.1,14.5,4.2,1.5,3,15,91.35,83.1,99.6,0.8
01/06/2017 00:00,15.4,13.1,14.25,31.4,1.4,3.5,15.7,94.9,89.8,100,0.7
02/06/2017 00:00,16.6,10.6,13.6,40.2,1.2,8.6,12.4,81.4,65.7,97.1,1.1
03/06/2017 00:00,17.2,11,14.1,2,1,7.7,14.1,85.95,71.9,100,1
04/06/2017 00:00,15.1,9.2,12.15,0,1.2,3.9,12.8,87.3,74.6,100,0.8
05/06/2017 00:00,14.3,9.9,12.1,0,1.2,4,11.6,83.2,71.2,95.2,0.8
06/06/2017 00:00,17.5,10.8,14.15,0,2.2,8,13.1,82.75,65.5,100,1
07/06/2017 00:00,15.9,10.9,13.4,7,2.1,9.4,11.4,75.3,63.1,87.5,1.2
08/06/2017 00:00,15.2,7,11.1,0,0.9,6.3,10.8,81.3,62.6,100,0.7
09/06/2017 00:00,16,9.6,12.8,0,1.6,7,10.5,72.85,57.8,87.9,0.9
10/06/2017 00:00,19.2,8.5,13.85,0,0.9,8.6,10.4,70.3,46.8,93.8,1.1
11/06/2017 00:00,16.5,8.6,12.55,0.2,3.4,3.8,13.3,85.45,70.9,100,0.8
12/06/2017 00:00,13.9,11.8,12.85,33.8,1.9,2.8,13.5,91.35,85.1,97.6,0.7
13/06/2017 00:00,16.3,10.5,13.4,3.8,1.7,6.3,13.6,86.7,73.4,100,0.8
14/06/2017 00:00,14.8,10,12.4,1,1.9,7.7,11.7,82.4,69.5,95.3,0.9
15/06/2017 00:00,15.7,7.1,11.4,0,0.8,8.6,11.4,82,64,100,1
16/06/2017 00:00,14.6,4.9,9.75,0.1,1.1,9.6,9.5,78.6,57.2,100,1.1
17/06/2017 00:00,15.6,3.8,9.7,0,1,9.3,10,78.25,56.5,100,1.1
18/06/2017 00:00,15.2,2.8,9,0,1,9.6,9.4,77.25,54.5,100,1.1
19/06/2017 00:00,14.9,2.2,8.55,0,1.3,10.5,9.6,78.35,56.7,100,1.2
20/06/2017 00:00,14.5,1.8,8.15,0,1.4,8.6,7.9,73.95,47.9,100,0.9
21/06/2017 00:00,12.5,4.1,8.3,0,0.5,4.9,9.9,84.15,68.3,100,0.8
22/06/2017 00:00,13.9,7,10.45,4,1.2,6,10.4,82.75,65.5,100,0.7
23/06/2017 00:00,16.1,7.7,11.9,1.4,1.3,9.5,9.8,73.45,53.6,93.3,1.2
24/06/2017 00:00,16,4.9,10.45,0,1.6,10.7,8.8,74.2,48.4,100,1.4
25/06/2017 00:00,16.6,2.5,9.55,0,1,10.9,8.3,72,44,100,1.4
26/06/2017 00:00,16.5,2.4,9.45,0,1.4,10.7,9.3,74.8,49.6,100,1.3
27/06/2017 00:00,17.9,5.2,11.55,0,1.1,9,10,74.4,48.8,100,1.1
28/06/2017 00:00,16,4.6,10.3,0,0.8,8.5,11.4,81.35,62.7,100,0.9
29/06/2017 00:00,16.6,3.7,10.15,0.2,0.9,8.2,10.7,78.35,56.7,100,0.9
30/06/2017 00:00,18.2,7.9,13.05,0.6,0.8,7.3,13.9,83.25,66.5,100,0.9
01/07/2017 00:00,18,12,15,2,1.9,5.2,14.7,85.65,71.3,100,1.1
02/07/2017 00:00,17.5,11.2,14.35,0.2,1.3,9.2,13.4,83.5,67,100,1.2
03/07/2017 00:00,17,7.8,12.4,0.1,3.1,10.9,9.9,72.35,51.1,93.6,1.5
04/07/2017 00:00,16.4,10.3,13.35,0,2.5,6.9,10.8,72.1,57.9,86.3,0.9
05/07/2017 00:00,14.5,6.8,10.65,12.8,1.8,9.3,9.5,76.9,57.6,96.2,1.1
06/07/2017 00:00,15.3,8.8,12.05,8,1.2,8.4,11.7,83.65,67.3,100,1
07/07/2017 00:00,15,6.9,10.95,14.4,0.9,8.5,10.9,82,64,100,1
08/07/2017 00:00,15.2,5,10.1,0.8,0.8,10.2,10.7,81,62,100,1.2
09/07/2017 00:00,14.3,1.8,8.05,0.6,1.2,9.8,9,77.65,55.3,100,1.1
10/07/2017 00:00,14.4,2.1,8.25,0.2,1.4,11.1,8.8,76.85,53.7,100,1.4
11/07/2017 00:00,16.6,3.4,10,0,1.1,9.5,8.3,72,44,100,1.1
12/07/2017 00:00,14.5,5.6,10.05,0,0.7,3.7,11,83.35,66.7,100,0.7
13/07/2017 00:00,16.5,9.1,12.8,16,0.8,3.3,15.2,90.5,81,100,0.5
14/07/2017 00:00,17.2,12.9,15.05,0.1,1.1,7.8,15.3,89,78,100,1.1
15/07/2017 00:00,16.8,9.5,13.15,2.2,1.1,7.2,14.1,86.85,73.7,100,0.9
16/07/2017 00:00,16.4,9.7,13.05,1.2,1.3,7.4,13.4,85.95,71.9,100,1
17/07/2017 00:00,17.2,9.2,13.2,0,2.2,9.1,11.9,80.35,60.7,100,1.2
18/07/2017 00:00,16.2,10.6,13.4,6.4,2.6,5.5,12.2,80.9,66.3,95.5,0.9
19/07/2017 00:00,14.5,11.6,13.05,3.4,2.2,7.7,13.3,89,80.6,97.4,1
20/07/2017 00:00,10.8,5.1,7.95,22.2,1.5,7.9,8.7,83.15,67.2,99.1,0.9
21/07/2017 00:00,13,5.4,9.2,11.7,1.4,10.4,9.7,82.4,64.8,100,1.3
22/07/2017 00:00,13.7,7.1,10.4,5.3,1.2,7.6,11.2,85.75,71.5,100,0.9
23/07/2017 00:00,14.8,6.4,10.6,2.8,1.7,7.8,12.1,85.95,71.9,100,0.7
24/07/2017 00:00,14.4,7.7,11.05,0,1.4,9.1,10.1,78.9,61.6,96.2,1.2
25/07/2017 00:00,14.3,4.6,9.45,0,0.8,8.6,10.6,82.55,65.1,100,1
26/07/2017 00:00,17.6,8.1,12.85,0,1.6,11.8,11.9,79.6,59.2,100,1.7
27/07/2017 00:00,15.4,8,11.7,0,2.4,4.6,9.2,69.2,52.6,85.8,0.7
28/07/2017 00:00,19.3,9.1,14.2,0.4,2.4,9,12,76.8,53.6,100,1.3
29/07/2017 00:00,16.5,7.7,12.1,2.8,1.6,8.1,12.5,83.3,66.6,100,1.1
30/07/2017 00:00,14.7,5.8,10.25,1.2,1.3,9.8,10.6,81.7,63.4,100,1.3
31/07/2017 00:00,13.9,8.5,11.2,0,1.9,5.7,10.5,80.45,66.2,94.7,1
01/08/2017 00:00,17,4.2,10.6,0,2.8,13,9.5,74.55,49.1,100,1.9
02/08/2017 00:00,14.3,9.3,11.8,4.8,1.9,7.8,10.7,78.55,65.7,91.4,1.1
03/08/2017 00:00,15.3,8.2,11.75,2.4,1.6,5.9,12.5,85.95,71.9,100,1.2
04/08/2017 00:00,16.5,8.6,12.55,11.4,1.4,9.4,11.5,80.65,61.3,100,1.4
05/08/2017 00:00,18.6,10.7,14.65,1,3.4,11.3,14.1,82.9,65.8,100,1.8
06/08/2017 00:00,15.8,11.5,13.65,1.2,1.6,9.8,12.7,82.25,70.8,93.7,1.5
07/08/2017 00:00,14.7,8.9,11.8,2.6,2.7,10.8,12.8,88.3,76.6,100,1.5
08/08/2017 00:00,14.9,3.3,9.1,0.8,2,9.3,10.7,81.6,63.2,100,1
09/08/2017 00:00,18.1,9,13.55,1.6,1.2,8.1,12.5,80.1,60.2,100,1.3
10/08/2017 00:00,17.2,7.8,12.5,0.8,1.9,10.9,12.3,81.35,62.7,100,1.6
11/08/2017 00:00,18.5,7.8,13.15,0,2.1,13.7,12.5,79.35,58.7,100,2.2
12/08/2017 00:00,15.6,9.2,12.4,0.1,3.8,13.4,8.1,57.7,45.7,69.7,2.1
13/08/2017 00:00,17.3,8.3,12.8,7.8,3.1,13.6,12.5,81.65,63.3,100,2.2
14/08/2017 00:00,14.7,10.6,12.65,7.2,2.7,10.6,12,82.85,71.8,93.9,1.6
15/08/2017 00:00,16.4,5.8,11.1,0.6,3.5,14.2,11.3,80.3,60.6,100,2.2
16/08/2017 00:00,14.7,5.8,10.25,0,2.6,10,6.2,52.2,37.1,67.3,1.4
17/08/2017 00:00,14.6,6.1,10.35,9.6,2.3,9.8,10.6,81.9,63.8,100,1.4
18/08/2017 00:00,16,9.6,12.8,5.2,2.9,7.5,12.9,85.5,71,100,1.6
19/08/2017 00:00,12.8,5.7,9.25,5,2.2,12.3,8.8,77.85,59.6,96.1,1.8
20/08/2017 00:00,13.5,5.6,9.55,0.4,1.8,11.3,9.7,81.35,62.7,100,1.6
21/08/2017 00:00,14.3,7.3,10.8,3,2.3,8.4,11.1,84.05,68.1,100,1.5
22/08/2017 00:00,15.3,7.5,11.4,4,2,8.6,11.4,82.8,65.6,100,1.5
23/08/2017 00:00,15,11.1,13.05,3.2,1.4,7.6,13.3,89,78,100,1.7
24/08/2017 00:00,15.3,10.7,13,1.2,1,7,13.2,88,76,100,1.6
25/08/2017 00:00,15.8,10.8,13.3,0.2,1.6,9.7,12,79.8,66.9,92.7,1.6
26/08/2017 00:00,17,6.3,11.65,0,1.1,7.5,12.2,81.5,63,100,1.6
27/08/2017 00:00,21,9,15,1.4,2.1,13.4,11.8,73.75,47.5,100,2.4
28/08/2017 00:00,19.5,8.4,13.95,0,2.3,15.9,14.8,82.65,65.3,100,2.8
29/08/2017 00:00,18.9,11,14.95,1.4,3,7.5,13.1,79.95,60,99.9,1.7
30/08/2017 00:00,18.7,12.4,15.55,6.6,3.2,14.3,14.5,83.65,67.3,100,2.6
31/08/2017 00:00,24.1,8.9,16.5,0,3.8,16,11.8,69.65,39.3,100,3
01/09/2017 00:00,25.5,13.2,19.35,0,3.5,16.2,12.9,62.3,39.5,85.1,3.3
02/09/2017 00:00,23.8,8.4,16.1,0,3.6,18,14.7,74.95,49.9,100,3.5
03/09/2017 00:00,27.7,11.5,19.6,0,3.7,14.1,13.7,68.45,36.9,100,2.9
04/09/2017 00:00,24.1,15,19.55,0,3.1,7.7,11.2,51.5,37.3,65.7,1.7
05/09/2017 00:00,15.9,13.5,14.7,1,1.9,5.7,14.4,86.45,79.8,93.1,1.5
06/09/2017 00:00,14.6,11.6,13.1,3.8,1,6,14,92.15,84.3,100,1.4
07/09/2017 00:00,18.3,9.1,13.7,1.8,1.8,16.7,14.2,83.8,67.6,100,3
08/09/2017 00:00,21.3,6.6,13.95,0,2.5,7.2,12.7,75.1,50.2,100,1.7
09/09/2017 00:00,22.7,10.1,16.4,0.1,5.1,14.7,12.5,72.65,45.3,100,2.8
10/09/2017 00:00,15.8,10,12.9,1.4,3,14.4,11.5,78.9,64.1,93.7,2.5
11/09/2017 00:00,17.3,9.9,13.6,2.2,2.5,17.3,12.5,81.65,63.3,100,3.1
12/09/2017 00:00,17.9,4.6,11.25,0.8,3.8,11.2,12.1,79.5,59,100,2.3
13/09/2017 00:00,17.6,10.5,14.05,15.8,1,13.1,13,82.3,64.6,100,2.4
14/09/2017 00:00,19.4,8.9,14.15,7.4,1.9,15.8,14.5,82.2,64.4,100,2.9
15/09/2017 00:00,21,8.1,14.55,0.2,3.1,14.1,13.4,76.95,53.9,100,2.6
16/09/2017 00:00,19.1,11,15.05,0.4,2.3,12.8,12.9,78.35,58.4,98.3,2.4
17/09/2017 00:00,17.7,13.3,15.5,0.4,2.8,11.9,15,86.2,74.1,98.3,2.4
18/09/2017 00:00,17.3,9.8,13.55,5.4,3.2,15.7,12.3,81.15,62.3,100,2.9
19/09/2017 00:00,17.8,8.7,13.25,0.4,3.7,16.6,12.5,80.7,61.4,100,3
20/09/2017 00:00,17.6,8.9,13.25,3.8,3,18.8,13.4,83.3,66.6,100,3.5
21/09/2017 00:00,21,8,14.5,0,2.5,18.1,12.8,75.75,51.5,100,3.4
22/09/2017 00:00,21,10.3,15.65,1.4,3,19.7,14.1,78.35,56.7,100,3.9
23/09/2017 00:00,25.8,10.8,18.3,0,5,17.8,11.8,63.35,35.5,91.2,3.7
24/09/2017 00:00,23,12,17.5,0,4.8,19.1,14.2,75.3,50.6,100,4
25/09/2017 00:00,20.2,14.2,17.2,0,4.5,12.8,13.9,72.3,58.7,85.9,2.7
26/09/2017 00:00,16.6,9.4,13,4.8,3.4,19.9,9.2,63.4,48.7,78.1,3.6
27/09/2017 00:00,22.3,6.7,14.5,0,4.3,17.2,9.3,64.7,34.6,94.8,3.2
28/09/2017 00:00,18,9.3,13.65,0,2.9,18.9,12.2,79.55,59.1,100,3.6
29/09/2017 00:00,23.7,8.3,16,0,5.1,17.7,13.2,72.55,45.1,100,3.5
30/09/2017 00:00,23.5,13,18.25,0,3.8,10.1,12,60.85,41.5,80.2,2.3
01/10/2017 00:00,16.5,8.4,12.45,9.2,4.7,17.6,9.5,68.4,50.6,86.2,3.2
02/10/2017 00:00,17.8,9.2,13.5,0,4.1,14.2,13.5,83.15,66.3,100,2.8
03/10/2017 00:00,16.8,8.8,12.8,2.4,3.6,16.7,9.7,68.2,50.7,85.7,3.1
04/10/2017 00:00,22.8,5.7,14.25,0,5.2,22.6,11.1,70,40,100,4.4
05/10/2017 00:00,23.7,12.2,17.95,0,4.8,20.9,11.3,59.1,38.6,79.6,4.4
