X,Y,Zorig,ID,pc0,pc10,pc25,pc33,pc37,pc50,pc50_parpc25,pc50_parpc37,Z,Parnka
307869.2615,6063362.285,0.7779,607,-2.181131601,0.516908348,0.652913928,0.687527006,0.717318475,0.796943545,0.796943545,0.796943545,0.7779,0
307928.1387,6063445.63,-1.5378,608,-2.956875801,-2.839675665,-2.582668781,-2.531838179,-2.520859718,-2.375663996,-2.375663996,-2.375663996,-1.5378,0
307835.5343,6063246.383,1.3703,609,0.176521674,0.326096267,0.401048422,0.401048422,0.401048422,0.913710713,0.913710713,0.913710713,1.3703,0
307875.659,6063081.303,-1.0644,610,-1.0644,-1.0644,-1.0644,-1.0644,-1.0644,-1.0644,-1.0644,-1.0644,-1.0644,0
307891.4727,6062776.013,-1.9932,611,-1.9932,-1.9932,-1.9932,-1.9932,-1.9932,-1.9932,-1.9932,-1.9932,-1.9932,0
307923.553,6062917.157,-2.1617,612,-2.1617,-2.1617,-2.1617,-2.1617,-2.1617,-2.1617,-2.1617,-2.1617,-2.1617,0
307971.7197,6062564.045,-2.4,613,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,0
308129.61,6061687.387,-4.7539,614,-4.7539,-4.7539,-4.7539,-4.7539,-4.7539,-4.7539,-4.7539,-4.7539,-4.7539,0
308268.9628,6061578.125,-5.1089,615,-5.1089,-5.1089,-5.1089,-5.1089,-5.1089,-5.1089,-5.1089,-5.1089,-5.1089,0
308185.1785,6061857.325,-4.4339,616,-4.4339,-4.4339,-4.4339,-4.4339,-4.4339,-4.4339,-4.4339,-4.4339,-4.4339,0
308035.9905,6062360.79,-3.5888,617,-3.5888,-3.5888,-3.5888,-3.5888,-3.5888,-3.5888,-3.5888,-3.5888,-3.5888,0
308100.5372,6062128.535,-3.7925,618,-3.7925,-3.7925,-3.7925,-3.7925,-3.7925,-3.7925,-3.7925,-3.7925,-3.7925,0
308493.2222,6061465.343,-5.1484,619,-5.1484,-5.1484,-5.1484,-5.1484,-5.1484,-5.1484,-5.1484,-5.1484,-5.1484,0
308669.949,6061420.597,-4.8623,620,-4.8623,-4.8623,-4.8623,-4.8623,-4.8623,-4.8623,-4.8623,-4.8623,-4.8623,0
308729.457,6061597.253,-4.3325,621,-4.3325,-4.3325,-4.3325,-4.3325,-4.3325,-4.3325,-4.3325,-4.3325,-4.3325,0
309012.4163,6061694.425,-3.5207,622,-3.5207,-3.5207,-3.5207,-3.5207,-3.5207,-3.5207,-3.5207,-3.5207,-3.5207,0
309416.9508,6061681.73,-2.8237,623,-2.8237,-2.8237,-2.8237,-2.8237,-2.8237,-2.8237,-2.8237,-2.8237,-2.8237,0
309931.5583,6061581.933,-1.5076,624,-1.5076,-1.5076,-1.5076,-1.5076,-1.5076,-1.5076,-1.5076,-1.5076,-1.5076,0
310451.8752,6061488.255,0.4162,625,0.4162,0.4162,0.4162,0.4162,0.4162,0.4162,0.4162,0.4162,0.4162,0
307994.0885,6063517.17,-0.696,626,-3.001049519,-2.878562212,-2.801656723,-2.790204287,-2.785005093,-2.699261665,-2.699261665,-2.699261665,-0.696,0
308036.0467,6063621.94,-0.0963,627,-2.7283988,-2.068924189,-1.156343579,-0.443064898,-0.360477269,-0.239975348,-0.239975348,-0.239975348,-0.0963,0
308104.1258,6063804.207,0.497,628,0.377522618,0.466078639,0.714617997,0.796063185,0.80302459,0.834442258,0.834442258,0.834442258,0.497,0
308087.8423,6063708.627,0.3233,629,-0.05281654,-0.03034576,0.183096603,0.290259719,0.290259719,0.394768447,0.394768447,0.394768447,0.3233,0
308219.158,6064765.62,-0.2342,630,-0.553672671,-0.259585798,-0.185346544,-0.149615347,-0.137153774,-0.088020779,-0.088020779,-0.088020779,-0.2342,0
308258.3533,6064958.53,-0.2761,631,-0.706212282,-0.377514809,-0.305811167,-0.27316916,-0.25647538,-0.201657951,-0.201657951,-0.201657951,-0.2761,0
308358.939,6064962.203,-0.1404,632,-0.443585694,-0.160696477,-0.051228557,-0.021579226,-0.009398089,0.023274727,0.023274727,0.023274727,-0.1404,0
308117.8638,6064512.688,-1.0567,633,-2.59631443,-2.142581463,-1.815758795,-1.603793674,-1.48299551,-1.011567473,-1.011567473,-1.011567473,-1.0567,0
308234.104,6063797.02,0.3192,634,0.39684844,0.439397991,0.634465992,0.760615408,0.807580292,0.877940536,0.877940536,0.877940536,0.3192,0
308188.7805,6063682.947,0.5726,635,-0.781222284,-0.765911341,-0.597029269,-0.456105471,-0.383903474,-0.234504879,-0.234504879,-0.234504879,0.5726,0
307959.4805,6063320.045,1.0972,636,-2.039083481,0.463708758,0.627504408,0.715562013,0.748400748,0.842266202,0.842266202,0.842266202,1.0972,0
307993.019,6063396.037,-0.0164,637,-2.592976332,-2.473316908,-2.323463917,-2.196126699,-2.196126699,-2.190142155,-2.190142155,-2.190142155,-0.0164,0
307921.9757,6063206.775,0.7759,638,0.176521674,1.090207577,1.107301354,1.153861046,1.170925379,1.177691102,1.177691102,1.177691102,0.7759,0
307958.7805,6063042.397,-2.115,639,-2.115,-2.115,-2.115,-2.115,-2.115,-2.115,-2.115,-2.115,-2.115,0
307986.1287,6062760.247,-3.1204,640,-3.1204,-3.1204,-3.1204,-3.1204,-3.1204,-3.1204,-3.1204,-3.1204,-3.1204,0
308017.0083,6062873.043,-0.9006,641,-0.9006,-0.9006,-0.9006,-0.9006,-0.9006,-0.9006,-0.9006,-0.9006,-0.9006,0
308057.111,6062697.73,-2.7507,642,-2.7507,-2.7507,-2.7507,-2.7507,-2.7507,-2.7507,-2.7507,-2.7507,-2.7507,0
308100.9372,6062503.088,-3.1526,643,-3.1526,-3.1526,-3.1526,-3.1526,-3.1526,-3.1526,-3.1526,-3.1526,-3.1526,0
308346.5187,6061780.865,-4.5991,644,-4.5991,-4.5991,-4.5991,-4.5991,-4.5991,-4.5991,-4.5991,-4.5991,-4.5991,0
308250.703,6062057.152,-3.9919,645,-3.9919,-3.9919,-3.9919,-3.9919,-3.9919,-3.9919,-3.9919,-3.9919,-3.9919,0
308169.8515,6062297.032,-3.3849,646,-3.3849,-3.3849,-3.3849,-3.3849,-3.3849,-3.3849,-3.3849,-3.3849,-3.3849,0
308527.6595,6061693.907,-4.5455,647,-4.5455,-4.5455,-4.5455,-4.5455,-4.5455,-4.5455,-4.5455,-4.5455,-4.5455,0
308796.674,6061796.83,-3.6851,648,-3.6851,-3.6851,-3.6851,-3.6851,-3.6851,-3.6851,-3.6851,-3.6851,-3.6851,0
309084.385,6061859.84,-2.9703,649,-2.9703,-2.9703,-2.9703,-2.9703,-2.9703,-2.9703,-2.9703,-2.9703,-2.9703,0
309485.0052,6061829.022,-1.6617,650,-1.6617,-1.6617,-1.6617,-1.6617,-1.6617,-1.6617,-1.6617,-1.6617,-1.6617,0
310002.563,6061732.465,0.4951,651,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0
308104.1802,6063467.027,-1.616,652,-3.409358978,-3.199126244,-3.052875042,-3.001049519,-2.76597929,-2.63168931,-2.63168931,-2.63168931,-1.616,0
308144.7747,6063567.99,-0.0408,653,-3.486267567,-3.468645096,-3.013739347,-2.810225248,-2.801600695,-2.488972425,-2.488972425,-2.488972425,-0.0408,0
308218.7907,6064584.23,-0.2165,654,-0.271138549,-0.2344383,-0.20299688,-0.185985895,-0.178010195,-0.153776333,-0.153776333,-0.153776333,-0.2165,0
308380.3333,6064788.77,-0.0731,655,0.003502731,0.052952949,0.072770953,0.083034821,0.086579397,0.102152228,0.102152228,0.102152228,-0.0731,0
308291.8908,6064330.78,-1.0794,656,-2.087982893,-1.919473767,-1.704015255,-1.564028025,-1.479535818,-1.031861305,-1.031861305,-1.031861305,-1.0794,0
308349.9043,6063801.982,0.1926,657,0.434018493,0.521072328,0.573735237,0.593125761,0.609138703,0.663919657,0.663919657,0.663919657,0.1926,0
308298.003,6063634.515,0.4446,658,-3.216551304,-2.311270952,-1.644083142,-1.357994199,-1.315667987,-1.037622094,-1.037622094,-1.037622094,0.4446,0
308350.0497,6063716.157,0.5268,659,-1.309156179,-0.501848936,-0.123756245,-0.001746479,0.07109946,0.248182297,0.248182297,0.248182297,0.5268,0
308044.2395,6063280.268,-0.9931,660,-0.717029095,-0.330599993,0.46972248,0.620104134,0.630043566,0.80892992,0.80892992,0.80892992,-0.9931,0
308073.297,6063375.255,-1.706,661,-2.186199665,-2.100749254,-1.70476222,-1.533366919,-1.343136191,-1.290919423,-1.290919423,-1.290919423,-1.706,0
308003.2975,6063169.395,-1.2896,662,-0.67711854,-0.336034328,0.679199696,0.75355764,0.840559125,1.124036551,1.124036551,1.124036551,-1.2896,0
308041.6845,6063003.365,-0.7647,663,-0.7647,-0.7647,-0.7647,-0.7647,-0.7647,-0.7647,-0.7647,-0.7647,-0.7647,0
308112.062,6062828.125,0.4568,664,0.4568,0.4568,0.4568,0.4568,0.4568,0.4568,0.4568,0.4568,0.4568,0
308172.1875,6062643.473,-1.9507,665,-1.9507,-1.9507,-1.9507,-1.9507,-1.9507,-1.9507,-1.9507,-1.9507,-1.9507,0
308230.323,6062441.895,-3.0816,666,-3.0816,-3.0816,-3.0816,-3.0816,-3.0816,-3.0816,-3.0816,-3.0816,-3.0816,0
308399.995,6061987.31,-4.0359,667,-4.0359,-4.0359,-4.0359,-4.0359,-4.0359,-4.0359,-4.0359,-4.0359,-4.0359,0
308310.8195,6062230.162,-3.5403,668,-3.5403,-3.5403,-3.5403,-3.5403,-3.5403,-3.5403,-3.5403,-3.5403,-3.5403,0
308581.6625,6061900.072,-3.8944,669,-3.8944,-3.8944,-3.8944,-3.8944,-3.8944,-3.8944,-3.8944,-3.8944,-3.8944,0
308861.4097,6061966.588,-3.0375,670,-3.0375,-3.0375,-3.0375,-3.0375,-3.0375,-3.0375,-3.0375,-3.0375,-3.0375,0
309151.119,6062004.965,-2.1794,671,-2.1794,-2.1794,-2.1794,-2.1794,-2.1794,-2.1794,-2.1794,-2.1794,-2.1794,0
309553.0598,6061976.315,0.6922,672,0.6922,0.6922,0.6922,0.6922,0.6922,0.6922,0.6922,0.6922,0.6922,0
308213.7957,6063419.077,-2.5104,673,-3.199126244,-2.100803375,-1.765428782,-1.316303785,-0.99241358,-0.686193764,-0.686193764,-0.686193764,-2.5104,0
308252.069,6063521.883,-0.6955,674,-3.676377535,-3.467288256,-3.388911963,-3.360885859,-3.252700567,-3.169270515,-3.169270515,-3.169270515,-0.6955,0
308463.7813,6063819.942,0.2063,675,-0.714485586,0.46623233,0.497576833,0.501662493,0.513898253,0.560762823,0.560762823,0.560762823,0.2063,0
308442.7802,6063712.785,0.3166,676,-1.298771381,-0.946090543,-0.782559276,-0.635760427,-0.542495787,-0.419738561,-0.419738561,-0.419738561,0.3166,0
308402.4877,6064473.258,-0.1747,677,-0.326810569,-0.216166958,-0.16140312,-0.137026563,-0.126548588,-0.093512364,-0.093512364,-0.093512364,-0.1747,0
308515.1885,6064611.772,-0.0631,678,-0.041145526,0.023561915,0.041619718,0.050720386,0.056311205,0.072847575,0.072847575,0.072847575,-0.0631,0
308538.1595,6064241.822,-0.9895,679,-2.246335506,-1.982138753,-1.7521981,-1.52387929,-1.377812862,-0.784023225,-0.784023225,-0.784023225,-0.9895,0
308398.856,6063564.128,-0.1061,680,-3.489868879,-3.257291079,-3.174078941,-3.051951647,-3.051951647,-2.70344615,-2.70344615,-2.70344615,-0.1061,0
308445.8913,6063630.027,0.164,681,-1.373570323,-1.039275765,-0.789955318,-0.643270042,-0.570725024,-0.529826641,-0.529826641,-0.529826641,0.164,0
308128.4742,6063241.43,-1.8663,682,-0.619100988,-0.421340704,-0.242249414,-0.043996196,-0.042887293,0.010564527,0.010564527,0.010564527,-1.8663,0
308172.353,6063330.185,-1.6918,683,-1.290919423,-0.342555851,-0.152232215,-0.133039609,-0.10993132,-0.028230703,-0.028230703,-0.028230703,-1.6918,0
308084.243,6063131.81,-1.8585,684,-0.336034328,-0.336034328,-0.190254617,0.247084513,0.247084513,0.247084513,0.247084513,0.247084513,-1.8585,0
308129.2655,6062961.982,0.7737,685,0.7737,0.7737,0.7737,0.7737,0.7737,0.7737,0.7737,0.7737,0.7737,0
308209.72,6062781.985,1.534,686,1.534,1.534,1.534,1.534,1.534,1.534,1.534,1.534,1.534,0
308289.909,6062587.91,-1.287,687,-1.287,-1.287,-1.287,-1.287,-1.287,-1.287,-1.287,-1.287,-1.287,0
308365.3592,6062378.45,-3.046,688,-3.046,-3.046,-3.046,-3.046,-3.046,-3.046,-3.046,-3.046,-3.046,0
308454.962,6062163.02,-3.471,689,-3.471,-3.471,-3.471,-3.471,-3.471,-3.471,-3.471,-3.471,-3.471,0
308638.5745,6062074.527,-3.2466,690,-3.2466,-3.2466,-3.2466,-3.2466,-3.2466,-3.2466,-3.2466,-3.2466,-3.2466,0
308925.5693,6062112.33,-2.3803,691,-2.3803,-2.3803,-2.3803,-2.3803,-2.3803,-2.3803,-2.3803,-2.3803,-2.3803,0
309217.7688,6062149.915,0.6136,692,0.6136,0.6136,0.6136,0.6136,0.6136,0.6136,0.6136,0.6136,0.6136,0
308325.9912,6063371.935,-1.6028,693,-0.372367352,0.248372301,0.393412679,0.445292413,0.45541358,0.535443544,0.535443544,0.535443544,-1.6028,0
308356.717,6063468,-1.6239,694,-3.702412844,-3.601774073,-3.257291079,-3.153909445,-3.139256716,-2.574706078,-2.574706078,-2.574706078,-1.6239,0
308552.6275,6063709.235,0.2528,695,0.058143735,0.305399984,0.511291027,0.519162178,0.538803875,0.607352316,0.607352316,0.607352316,0.2528,0
308576.3697,6063803.143,0.2269,696,0.501376987,0.568142653,0.676837504,0.698486636,0.714826524,0.759231389,0.759231389,0.759231389,0.2269,0
308583.493,6064358.213,-0.2195,697,-0.328315616,-0.238172591,-0.209460139,-0.197746798,-0.192608225,-0.171887666,-0.171887666,-0.171887666,-0.2195,0
308780.9917,6064443.41,-0.1902,698,-0.401201636,-0.281756282,-0.21401158,-0.182548374,-0.168436766,-0.123373993,-0.123373993,-0.123373993,-0.1902,0
308715.5087,6064546.507,-0.0768,699,-0.043244556,0.008217891,0.043653905,0.058953968,0.06133705,0.082066499,0.082066499,0.082066499,-0.0768,0
308808.1025,6064290.242,-1.188,700,-2.863709688,-2.331917763,-1.923706412,-1.793533087,-1.709708691,-1.406998158,-1.406998158,-1.406998158,-1.188,0
308542.6247,6063608.018,0.1423,701,-1.834791303,-0.569945097,-0.109766833,0.113674745,0.113674745,0.160744056,0.160744056,0.160744056,0.1423,0
308518.646,6063505.905,-0.3534,702,-3.262955189,-3.17090559,-3.008073568,-2.988967657,-2.736648798,-2.189729452,-2.189729452,-2.189729452,-0.3534,0
308653.8283,6063729.84,0.2855,703,0.492338121,0.537336522,0.655510128,0.669538558,0.67249006,0.68505314,0.68505314,0.68505314,0.2855,0
308221.4013,6063199.353,0.1148,704,-0.043996196,0.047555309,0.097716346,0.149683833,0.213917404,0.354896843,0.354896843,0.354896843,0.1148,0
308277.8162,6063285.26,-0.1973,705,0.040574878,0.244901434,0.33358708,0.364011437,0.369362593,0.443137288,0.443137288,0.443137288,-0.1973,0
308173.4755,6063090.1,-0.1345,706,0.258969843,0.408170164,0.475462973,0.475462973,0.489717888,0.621901333,0.621901333,0.621901333,-0.1345,0
308224.47,6062917.018,1.9951,707,1.9951,1.9951,1.9951,1.9951,1.9951,1.9951,1.9951,1.9951,1.9951,0
308317.345,6062731.345,2.2112,708,2.2112,2.2112,2.2112,2.2112,2.2112,2.2112,2.2112,2.2112,2.2112,0
308419.1717,6062527.043,-0.5963,709,-0.5963,-0.5963,-0.5963,-0.5963,-0.5963,-0.5963,-0.5963,-0.5963,-0.5963,0
308511.5572,6062310.52,-2.9248,710,-2.9248,-2.9248,-2.9248,-2.9248,-2.9248,-2.9248,-2.9248,-2.9248,-2.9248,0
308699.1532,6062221.06,-2.6371,711,-2.6371,-2.6371,-2.6371,-2.6371,-2.6371,-2.6371,-2.6371,-2.6371,-2.6371,0
308989.4813,6062257.537,0.2444,712,0.2444,0.2444,0.2444,0.2444,0.2444,0.2444,0.2444,0.2444,0.2444,0
308441.1208,6063323.497,-0.781,713,-1.781942964,-1.651274204,-0.944576681,-0.836475551,-0.374639124,-0.100450017,-0.100450017,-0.100450017,-0.781,0
308478.4352,6063414.433,-1.2591,714,-3.445704699,-3.143671036,-3.092332363,-2.89983058,-2.757992744,-2.526077986,-2.526077986,-2.526077986,-1.2591,0
308671.5322,6063872.397,-0.2687,715,0.445867002,0.590657771,0.611328453,0.622710943,0.623613477,0.681604207,0.681604207,0.681604207,-0.2687,0
308950.1323,6064518.233,-0.121,716,-0.342933238,-0.148451775,-0.044687942,-0.000558594,0.011494141,0.059244897,0.059244897,0.059244897,-0.121,0
309095.159,6064376.683,-1.4968,717,-3.104275942,-2.956592607,-2.49076128,-2.220003366,-2.044109583,-1.505661488,-1.505661488,-1.505661488,-1.4968,0
308729.4448,6063630.843,0.3587,718,0.453092545,0.492134005,0.702233374,0.726248288,0.737875535,0.771906555,0.771906555,0.771906555,0.3587,0
308641.2577,6063579.477,0.0896,719,0.108528458,0.398294985,0.54179877,0.564031243,0.62542057,0.698836207,0.698836207,0.698836207,0.0896,0
308662.4028,6063485.293,-0.1271,720,-1.051225901,-0.394524723,-0.042078558,0.035739783,0.161492273,0.447335839,0.447335839,0.447335839,-0.1271,0
308756.7718,6063783.775,0.1202,721,0.527339935,0.584117889,0.612903357,0.62226212,0.629205022,0.653432369,0.653432369,0.653432369,0.1202,0
308328.6447,6063150.673,-1.1925,722,0.107432917,0.343328819,0.54160285,0.634468973,0.65609771,0.751355112,0.751355112,0.751355112,-1.1925,0
308355.7783,6063232.647,-0.9203,723,0.055995408,0.065345876,0.112486079,0.112486079,0.112486079,0.148058578,0.148058578,0.148058578,-0.9203,0
308446.594,6063212.19,-0.7493,724,-2.392301321,-0.802039623,0.106714047,0.353852302,0.372951746,0.426950395,0.426950395,0.426950395,-0.7493,0
308276.2065,6063042.088,1.1241,725,0.631269693,0.651478255,0.712197065,0.749490201,0.749490201,0.753545582,0.753545582,0.753545582,1.1241,0
308331.6355,6062866.715,2.1817,726,2.1817,2.1817,2.1817,2.1817,2.1817,2.1817,2.1817,2.1817,2.1817,0
308444.168,6062671.872,2.2152,727,2.2152,2.2152,2.2152,2.2152,2.2152,2.2152,2.2152,2.2152,2.2152,0
308567.5895,6062457.415,0.2881,728,0.2881,0.2881,0.2881,0.2881,0.2881,0.2881,0.2881,0.2881,0.2881,0
308759.3222,6062366.697,-0.0411,729,-0.0411,-0.0411,-0.0411,-0.0411,-0.0411,-0.0411,-0.0411,-0.0411,-0.0411,0
308558.5385,6063274.053,-0.8667,730,-3.062284946,-2.95709753,-2.792205572,-2.770391464,-2.770391464,-2.668935061,-2.668935061,-2.668935061,-0.8667,0
308565.667,6063360.603,-1.064,731,-2.913435459,-2.913435459,-2.774003029,-2.770358562,-2.681030724,-2.595719814,-2.595719814,-2.595719814,-1.064,0
308690.4873,6063365.647,-0.2761,732,-2.134836674,-0.963629246,-0.213723987,0.020720065,0.047244608,0.168041378,0.168041378,0.168041378,-0.2761,0
308844.0407,6063933.41,-0.4907,733,0.302472353,0.414506525,0.462253973,0.481261998,0.487458318,0.497485071,0.497485071,0.497485071,-0.4907,0
309085.393,6064481.907,-0.3731,734,-0.508826196,-0.367905557,-0.235039279,-0.145424797,-0.13176778,-0.040548805,-0.040548805,-0.040548805,-0.3731,0
309351.0313,6064371.805,-1.4939,735,-3.087883234,-2.840874434,-2.434028506,-2.174742222,-2.02155026,-1.562487125,-1.562487125,-1.562487125,-1.4939,0
308808.5343,6063696.83,0.5885,736,0.655124366,0.711252093,0.775098026,0.85170269,0.933844417,1.218195438,1.218195438,1.218195438,0.5885,0
308808.2747,6063509.683,0.6142,737,0.304254919,0.487458587,0.672431648,0.722362578,0.744405508,0.807168126,0.807168126,0.807168126,0.6142,0
308867.2513,6063839.217,0.3529,738,0.49542588,0.523219466,0.551375687,0.555240691,0.561265171,0.584917188,0.584917188,0.584917188,0.3529,0
308922.7847,6063747.63,1.6643,739,0.550647378,0.603071153,0.640037954,0.668263614,0.67576474,0.713584304,0.713584304,0.713584304,1.6643,0
308440.9823,6063099.65,-2.4036,740,0.167283505,0.425571501,0.55720377,0.586806118,0.603443086,0.634448469,0.634448469,0.634448469,-2.4036,0
308567.6843,6063160.235,-0.5831,741,-3.354018927,-3.276901484,-3.172588587,-3.080988646,-3.049010038,-2.929233551,-2.929233551,-2.929233551,-0.5831,0
308387.685,6062990.075,1.1029,742,0.600287676,0.600287676,0.600287676,0.600287676,0.600287676,0.600287676,0.600287676,0.600287676,1.1029,0
308457.1622,6062808.093,2.1513,743,2.1513,2.1513,2.1513,2.1513,2.1513,2.1513,2.1513,2.1513,2.1513,0
308594.227,6062601.503,2.2327,744,2.2327,2.2327,2.2327,2.2327,2.2327,2.2327,2.2327,2.2327,2.2327,0
308712.075,6063242.375,-0.4881,745,-2.933409691,-2.479412317,-1.267717719,-0.806224167,-0.420855612,0.079812206,0.079812206,0.079812206,-0.4881,0
308869.3585,6063363.25,0.3091,746,0.020720065,0.306390673,0.430292577,0.484964509,0.576042891,0.63511771,0.63511771,0.63511771,0.3091,0
309074.143,6063971.063,-0.055,747,0.302472353,0.320399642,0.326194674,0.329417706,0.330835104,0.337907851,0.337907851,0.337907851,-0.055,0
309535.0563,6064283.652,-1.6764,748,-2.73488903,-2.404919863,-2.205960691,-2.059210062,-1.970392704,-1.684080422,-1.684080422,-1.684080422,-1.6764,0
308962.6663,6063576.05,1.7911,749,0.699125886,0.752414882,0.802566469,0.847973347,0.87941128,1.046749473,1.046749473,1.046749473,1.7911,0
309097.809,6063803.612,1.6378,750,0.550647378,0.618826032,0.647473812,0.656789124,0.6677109,0.692225754,0.692225754,0.692225754,1.6378,0
308559.37,6063045.848,-2.6815,751,-2.823983431,-1.902743697,-1.068667173,-0.992915809,-0.562298596,-0.247358248,-0.247358248,-0.247358248,-2.6815,0
308729.543,6063114.242,-0.7578,752,-3.422509193,-3.291824102,-3.120951176,-3.050858974,-3.009574175,-2.835066557,-2.835066557,-2.835066557,-0.7578,0
308510.9345,6062932.657,0.9586,753,0.9586,0.9586,0.9586,0.9586,0.9586,0.9586,0.9586,0.9586,0.9586,0
308605.687,6062738.728,2.1157,754,2.1157,2.1157,2.1157,2.1157,2.1157,2.1157,2.1157,2.1157,2.1157,0
308905.225,6063219.35,-0.3641,755,-0.936730862,-0.343285799,-0.095528252,0.078914523,0.149214864,0.418444782,0.418444782,0.418444782,-0.3641,0
309043.2573,6063409.058,1.7305,756,0.600355327,0.739497781,0.793686032,0.813684523,0.823284209,0.857613087,0.857613087,0.857613087,1.7305,0
309308.973,6063924.84,-0.2421,757,-0.833307564,-0.564191699,-0.381739169,-0.295159668,-0.249961809,-0.111405224,-0.111405224,-0.111405224,-0.2421,0
309653.8143,6064124.678,-1.6534,758,-3.134073973,-2.710118484,-2.430658758,-2.198569059,-2.129371166,-1.740048707,-1.740048707,-1.740048707,-1.6534,0
309103.3633,6063645.093,1.8797,759,0.698160589,0.735406935,0.763364255,0.770824909,0.773611963,0.78272754,0.78272754,0.78272754,1.8797,0
309256.3057,6063813.447,1.1403,760,0.044288754,0.265424997,0.354450464,0.58539162,0.629664221,0.677755356,0.677755356,0.677755356,1.1403,0
308717.221,6062985.925,-2.7404,761,-3.70421958,-3.611550093,-3.40348649,-3.320906639,-3.315493345,-3.108702421,-3.108702421,-3.108702421,-2.7404,0
308935.0708,6063080.46,-0.6874,762,-3.149677277,-2.826126337,-2.648088455,-2.568243265,-2.452299118,-2.033124447,-2.033124447,-2.033124447,-0.6874,0
308656.765,6062864.718,0.9567,763,-1.127306104,-0.481530571,-0.320086688,-0.320086688,-0.320086688,0.364452034,0.364452034,0.364452034,0.9567,0
309053.5667,6063188.033,0.8333,764,0.384263039,0.439685762,0.552703559,0.565837647,0.572364569,0.584399581,0.584399581,0.584399581,0.8333,0
309112.7677,6063272.217,1.7643,765,0.374843299,0.446390122,0.581109703,0.613126755,0.628367603,0.666519225,0.666519225,0.666519225,1.7643,0
309198.1602,6063538.945,2.0086,766,0.679000258,0.715244412,0.739281893,0.759644274,0.767899096,0.832523584,0.832523584,0.832523584,2.0086,0
309496.5793,6063817.928,-0.3013,767,-1.089827061,-0.768596721,-0.580718219,-0.499961615,-0.438771485,-0.256587207,-0.256587207,-0.256587207,-0.3013,0
309570.2663,6063929.573,-0.2281,768,-0.870782673,-0.436430842,-0.235154152,-0.112892681,-0.089809323,0.059462268,0.059462268,0.059462268,-0.2281,0
309685.3225,6063927,-1.665,769,-3.895381451,-3.147990942,-2.489435434,-2.277993202,-2.041498423,-1.692444801,-1.692444801,-1.692444801,-1.665,0
309357.683,6063685.89,1.6648,770,0.100703999,0.336903095,0.678758204,0.714600682,0.729294121,0.747876346,0.747876346,0.747876346,1.6648,0
309078.5843,6063096.433,-0.6563,771,-2.452299118,-0.093836427,0.33204633,0.38548246,0.402771682,0.554638326,0.554638326,0.554638326,-0.6563,0
308943.5705,6062937.155,-2.8467,772,-3.644405127,-3.532006979,-3.365555525,-3.331233025,-3.290637732,-3.197340727,-3.197340727,-3.197340727,-2.8467,0
309212.3303,6063075.343,-0.7462,773,-2.452299118,-1.57768476,-0.474314272,-0.065456808,-0.045464169,0.393952668,0.393952668,0.393952668,-0.7462,0
309260.341,6063239.247,1.8392,774,0.387289226,0.651285154,0.730980426,0.745099434,0.751712978,0.771161258,0.771161258,0.771161258,1.8392,0
309344.3877,6063417.865,2.0042,775,0.442748785,0.695900798,0.712080061,0.718782351,0.721951842,0.733028948,0.733028948,0.733028948,2.0042,0
309586.499,6063712.067,-0.785,776,-1.376446486,-1.089827061,-0.929564714,-0.845004678,-0.820300579,-0.722716808,-0.722716808,-0.722716808,-0.785,0
309677.5573,6063712.878,-1.1022,777,-1.927701473,-1.729300261,-1.543526053,-1.433648825,-1.366193991,-1.191733718,-1.191733718,-1.191733718,-1.1022,0
309445.1623,6063554.723,1.6829,778,0.575866878,0.714514923,0.739045084,0.754564404,0.75888751,0.784129918,0.784129918,0.784129918,1.6829,0
309563.025,6063544.825,-0.8293,779,-1.799426794,-1.598052859,-1.367080927,-1.301362038,-1.228232145,-0.949155629,-0.949155629,-0.949155629,-0.8293,0
309205.697,6062920.92,-3.6852,780,-4.704257011,-3.580518174,-3.464096785,-3.355719328,-3.334878206,-3.229608774,-3.229608774,-3.229608774,-3.6852,0
308975.233,6062819.193,-1.2438,781,-3.254817247,-2.457790136,-1.831131577,-1.797465444,-1.608938098,-1.481008887,-1.481008887,-1.481008887,-1.2438,0
309380.8893,6063084.257,-0.4122,782,-1.870123982,-0.783612907,0.10767947,0.356975079,0.374602914,0.450650737,0.450650737,0.450650737,-0.4122,0
309406.6537,6063174.113,1.5498,783,0.339076787,0.669508517,0.706699252,0.728224039,0.741806805,0.770550072,0.770550072,0.770550072,1.5498,0
309512.4402,6063267.635,1.4803,784,0.30973497,0.441212475,0.686625123,0.70507586,0.71098876,0.733666599,0.733666599,0.733666599,1.4803,0
309682.6128,6063505.513,-1.1345,785,-1.692165732,-1.325938582,-1.169059813,-1.106454198,-1.06575954,-0.980901182,-0.980901182,-0.980901182,-1.1345,0
309590.6667,6063371.9,-0.4348,786,-1.780649304,-1.542971611,-1.398970246,-1.272096806,-1.141022325,-0.385798037,-0.385798037,-0.385798037,-0.4348,0
309708.0783,6063302.135,-1.2791,787,-2.472653151,-2.082434368,-1.631218791,-1.414384127,-1.31720078,-1.07755959,-1.07755959,-1.07755959,-1.2791,0
309396.745,6062984.427,-3.478,788,-5.504333496,-5.172375727,-4.628110409,-4.359432168,-4.235641336,-3.801611662,-3.801611662,-3.801611662,-3.478,0
