#Bulk Export - Points every 1 day(s),,,,,,
,,A4261005,A4260526,A4260570,A4260571,A4261006
2022-07-22 12:00:00,2022-07-23 12:00:00,15989836.544180594,4733005.848288133,78600.67115775544,10503190.998690207,15430743.524017302
2022-07-23 12:00:00,2022-07-24 12:00:00,13454046.568143845,3963419.199808676,63439.17147904796,8519633.552369256,12389961.395408899
2022-07-24 12:00:00,2022-07-25 12:00:00,9299385.165491253,2775645.9675515327,46649.23051416384,6258993.876579739,9085027.652884526
2022-07-25 12:00:00,2022-07-26 12:00:00,2820345.1197040454,865162.1267943691,34586.72982952612,4185824.5857313247,5744686.666164497
2022-07-26 12:00:00,2022-07-27 12:00:00,140228.77500910105,985766.8203021458,50287.607058634094,6014583.5043429155,8854499.624770269
2022-07-27 12:00:00,2022-07-28 12:00:00,1814334.7422514958,3052342.210006332,68535.21084049543,8387444.994449563,12334580.183995795
2022-07-28 12:00:00,2022-07-29 12:00:00,3982023.3884122665,4460733.040539764,90047.5467849836,10143968.83167816,13756902.655027844
2022-07-29 12:00:00,2022-07-30 12:00:00,2473640.6540695685,4868814.587251974,109355.03366707155,12031765.141661245,16994911.573215894
2022-07-30 12:00:00,2022-07-31 12:00:00,320915.11776238156,4022720.946579223,85809.09806103841,9722634.456297342,14686728.05488318
2022-07-31 12:00:00,2022-08-01 12:00:00,231561.87274794225,2329991.180510533,56655.94209376845,6090701.329416574,9219228.272272594
2022-08-01 12:00:00,2022-08-02 12:00:00,2142463.106226508,2446884.6258996828,98441.77241378657,8056561.931450764,12709267.581491858
2022-08-02 12:00:00,2022-08-03 12:00:00,2962822.0838423846,2336157.1199691663,87607.29452710038,6661014.027341143,10962905.536729865
2022-08-03 12:00:00,2022-08-04 12:00:00,1185406.302065323,871478.4345661723,17808.58017900381,1376174.4766621685,2641500.3616325706
2022-08-04 12:00:00,2022-08-05 12:00:00,268109.70110378775,188362.99235189077,961.8726784112478,98291.90442689371,635216.2855939997
2022-08-05 12:00:00,2022-08-06 12:00:00,17386.226765594594,10140.113326873912,1631.8406172232676,14129.020022692788,27149.090299909105
2022-08-06 12:00:00,2022-08-07 12:00:00,201311.25200723263,40509.98859388927,5522.68968991252,47714.54446027348,133679.42262699312
2022-08-07 12:00:00,2022-08-08 12:00:00,8389263.617725015,2022867.5565607988,55227.298973693265,3884745.4612972545,10046169.834711771
2022-08-08 12:00:00,2022-08-09 12:00:00,22150890.427619625,4898655.596965158,140878.6144758063,10014044.569058731,21948226.60438992
2022-08-09 12:00:00,2022-08-10 12:00:00,28307422.783694964,5894149.658385316,177339.90354977886,12606469.999673387,24928647.804514453
2022-08-10 12:00:00,2022-08-11 12:00:00,19145741.954339575,4095101.03004507,119214.46488891875,8654048.645966606,18246140.154614605
2022-08-11 12:00:00,2022-08-12 12:00:00,4830972.986451128,1851180.471126904,33986.28627258438,2663582.250274128,5922653.678739875
2022-08-12 12:00:00,2022-08-13 12:00:00,207101.8991839232,2736579.3306227596,5910.919617800471,2047931.6449868442,2991264.834079388
2022-08-13 12:00:00,2022-08-14 12:00:00,461890.047818645,4414526.240109196,7557.667387701982,3759631.4930646075,5749614.355479913
2022-08-14 12:00:00,2022-08-15 12:00:00,7571105.2779213935,5353698.424120628,50081.33314471074,6842481.881876266,13314654.716092557
2022-08-15 12:00:00,2022-08-16 12:00:00,18714959.790411513,5388353.863654449,119800.6897756327,9485475.598190336,20668553.4088461
2022-08-16 12:00:00,2022-08-17 12:00:00,24937535.327140875,5364966.584048606,163596.55329704,11077840.3048819,25267236.40923521
2022-08-17 12:00:00,2022-08-18 12:00:00,17003758.972400084,4534633.264034752,128130.00575590943,8727185.481394941,20491612.042709216
2022-08-18 12:00:00,2022-08-19 12:00:00,3536689.034076168,2692879.108881414,73954.82659294386,4531205.927198035,10837324.530221712
2022-08-19 12:00:00,2022-08-20 12:00:00,61289.41918659129,2840635.0785359414,92190.63260941503,5476887.364229505,9715254.12707168
2022-08-20 12:00:00,2022-08-21 12:00:00,90315.92131536818,3241053.793639536,137690.04520338916,8894349.338006226,16673245.188523855
2022-08-21 12:00:00,2022-08-22 12:00:00,157725.66667968745,3249467.680214782,131783.87894621756,8534006.778604714,17419808.597321786
2022-08-22 12:00:00,2022-08-23 12:00:00,2104134.744050275,3368565.3205798706,95904.2762726697,5089909.307809262,9084081.1900701
2022-08-23 12:00:00,2022-08-24 12:00:00,6654235.431738759,3751530.6859573894,109368.89810434554,6172892.460268051,12910296.510759044
2022-08-24 12:00:00,2022-08-25 12:00:00,14096138.482303793,4812400.60488169,146524.69795406904,9687230.627531368,20982597.692053538
2022-08-25 12:00:00,2022-08-26 12:00:00,23036643.79756628,5440686.436986305,168173.03243112698,11603117.753614463,24094747.38009674
2022-08-26 12:00:00,2022-08-27 12:00:00,27327483.404808953,5631855.425902733,168348.76847552962,12292541.897854287,25645394.897374675
2022-08-27 12:00:00,2022-08-28 12:00:00,27181648.51779392,5636826.881339921,158564.26390406233,12540109.415661156,26702907.407614693
2022-08-28 12:00:00,2022-08-29 12:00:00,19007828.20457153,4087981.7743555834,116223.15929831011,9865992.620133368,20951983.83636538
2022-08-29 12:00:00,2022-08-30 12:00:00,7436555.12369567,2576191.0742657213,72739.61370551196,6431951.07044973,13755782.039268136
2022-08-30 12:00:00,2022-08-31 12:00:00,11977720.19642297,3847136.247007764,99670.09547902332,8434490.707535475,18901951.394900944
2022-08-31 12:00:00,2022-09-01 12:00:00,21047601.852829657,4777440.737897702,120410.28503404112,10202790.887653992,21709087.291105203
2022-09-01 12:00:00,2022-09-02 12:00:00,23014796.659472913,4662169.235969986,110838.38811991025,9897365.432650153,19489221.80748827
2022-09-02 12:00:00,2022-09-03 12:00:00,24567677.02105409,5003124.650427244,108705.96594009834,10970535.987858968,21507239.734061457
2022-09-03 12:00:00,2022-09-04 12:00:00,25578404.933434978,5252115.424048696,98271.49280019334,11899124.899342526,23459342.45653998
2022-09-04 12:00:00,2022-09-05 12:00:00,23760325.8097046,5113553.5916799195,88636.23740234096,12892487.715488862,25354881.860370863
2022-09-05 12:00:00,2022-09-06 12:00:00,19151846.2817718,4459690.686328876,78939.81681928632,13265701.722719334,26629695.90646448
2022-09-06 12:00:00,2022-09-07 12:00:00,14529937.50342561,3571830.8546125647,77028.7206344319,13006762.645816192,27832837.7004698
2022-09-07 12:00:00,2022-09-08 12:00:00,7273067.878279113,1926654.8376068303,62583.676580879386,8516934.959892783,19355563.46045827
2022-09-08 12:00:00,2022-09-09 12:00:00,1232827.304812193,742423.0023871908,37029.984762464126,2232517.8521082927,5480088.162443676
2022-09-09 12:00:00,2022-09-10 12:00:00,74016.19119112648,2032099.302374071,46162.49651847303,1262952.6044178815,2325010.48332575
2022-09-10 12:00:00,2022-09-11 12:00:00,155544.58252794342,2904928.5803647283,86422.26748692617,2050617.357850579,3887903.5414539706
2022-09-11 12:00:00,2022-09-12 12:00:00,4173627.23384687,3498604.7270884234,117478.09924792804,3764425.8615920283,10307922.684934625
2022-09-12 12:00:00,2022-09-13 12:00:00,16279272.288565278,5430996.071709165,131469.37198902783,9461829.973968789,24741751.162090838
2022-09-13 12:00:00,2022-09-14 12:00:00,26467533.863560542,6274474.5073036775,142147.93830551987,13804247.603264518,33531161.481048815
2022-09-14 12:00:00,2022-09-15 12:00:00,17169111.650555246,3943448.7179912403,89527.46951093586,9086724.551273908,22804859.45903134
2022-09-15 12:00:00,2022-09-16 12:00:00,2913013.1391956694,826002.6305093319,16462.737865683903,1919898.6635766986,5768290.731218393
2022-09-16 12:00:00,2022-09-17 12:00:00,8823.171963508445,8166.919575753822,1351.8087998725275,11966.590193397678,134330.48755395808
2022-09-17 12:00:00,2022-09-18 12:00:00,14970.671311254655,10189.75401027164,1486.6174731113056,12966.935956224124,121022.41474592254
2022-09-18 12:00:00,2022-09-19 12:00:00,6579379.660769705,1866719.7236543056,43415.24259241753,3620971.0869104234,9011541.506189452
2022-09-19 12:00:00,2022-09-20 12:00:00,18968907.02966427,4799619.51985103,127680.84865325197,9774745.338486057,22972396.500768222
2022-09-20 12:00:00,2022-09-21 12:00:00,20043799.581305973,4758997.306809761,125163.25268844116,9291180.740301326,20379175.47363271
2022-09-21 12:00:00,2022-09-22 12:00:00,17713300.85777078,4168190.640206633,99035.32866945399,7814615.60997371,17236551.809427544
2022-09-22 12:00:00,2022-09-23 12:00:00,19335732.51894029,4026029.439420865,107156.8725074586,8863539.803128695,19897313.36586242
2022-09-23 12:00:00,2022-09-24 12:00:00,20112268.463237964,3139901.543487045,106756.04346959465,9513481.896260317,20819974.594847586
2022-09-24 12:00:00,2022-09-25 12:00:00,21655961.692791436,2933348.9691646686,109878.69907322318,10860139.270247065,24342093.06793666
2022-09-25 12:00:00,2022-09-26 12:00:00,18108179.1849393,2163519.186007306,81513.35193755348,8961297.09564594,20804342.992999896
2022-09-26 12:00:00,2022-09-27 12:00:00,12022338.802697897,706548.021323466,50015.25546616473,5714443.685746165,14038162.558004653
2022-09-27 12:00:00,2022-09-28 12:00:00,12595535.38311187,972594.9866112455,61856.18621981997,6612934.115117407,15643041.666806243
2022-09-28 12:00:00,2022-09-29 12:00:00,17820483.02763411,2454283.8117916235,94023.72338004768,9978621.846275501,22010475.843203504
2022-09-29 12:00:00,2022-09-30 12:00:00,20127827.652728226,3044025.2155382596,99455.15525852478,11586111.611368101,25149947.949665107
2022-09-30 12:00:00,2022-10-01 12:00:00,20178358.04383466,3083356.066766673,92083.13146615832,11827047.136479557,26113101.254704177
2022-10-01 12:00:00,2022-10-02 12:00:00,19581545.70696179,3003957.3739425754,86694.29574647262,11502617.987795033,25779167.082089067
2022-10-02 12:00:00,2022-10-03 12:00:00,18903012.000977535,2911250.3364856346,82518.5415333334,11072975.908516206,25604770.249601915
2022-10-03 12:00:00,2022-10-04 12:00:00,18965048.74635829,2758934.8939708997,94961.08850862112,11644298.446027745,26611578.14590855
2022-10-04 12:00:00,2022-10-05 12:00:00,17850674.9903436,2325702.5529509624,93708.18429884256,11638212.818981696,25908851.98772801
2022-10-05 12:00:00,2022-10-06 12:00:00,15271267.805778876,1642365.1053357574,67985.91641136767,10243795.42910329,23447425.027547784
2022-10-06 12:00:00,2022-10-07 12:00:00,11298060.31776641,966235.1432425943,42370.24044255972,7413179.101246243,18879873.859708253
2022-10-07 12:00:00,2022-10-08 12:00:00,9590414.455081958,691460.3566646976,37877.57669260729,5906758.469098425,16074966.010208018
2022-10-08 12:00:00,2022-10-09 12:00:00,12291286.419352181,859871.9517987608,59932.31625149536,8256824.899687121,19927872.920600183
2022-10-09 12:00:00,2022-10-10 12:00:00,14794313.083556829,1078469.0388801428,78616.75733179381,11236722.38299312,25803476.664141923
2022-10-10 12:00:00,2022-10-11 12:00:00,15375329.903779862,1135173.2425012286,88673.66761173228,12218560.457474522,28524924.244842112
2022-10-11 12:00:00,2022-10-12 12:00:00,9854273.598244404,915671.0165452398,70320.59285979239,9456684.485350821,22899852.31915797
2022-10-12 12:00:00,2022-10-13 12:00:00,3517383.4932995853,654281.3056877023,49095.69941055248,6385761.4666162105,16680887.297988012
2022-10-13 12:00:00,2022-10-14 12:00:00,1196048.4837335018,306774.45638461475,43734.242616641626,5291802.292537663,12487891.671719693
2022-10-14 12:00:00,2022-10-15 12:00:00,60078.95921226067,32343.621899032565,65774.0303535558,7164112.119911848,14980082.824532285
2022-10-15 12:00:00,2022-10-16 12:00:00,93081.2581164791,48457.10130245257,102232.3986236959,10507573.53132005,23230097.83437451
2022-10-16 12:00:00,2022-10-17 12:00:00,6247056.889858913,1474764.4170572544,122222.85181130146,12280678.135580827,27218603.144040927
2022-10-17 12:00:00,2022-10-18 12:00:00,16051252.36754147,2613671.3727698904,130009.12782988245,12912646.516715277,28711268.610173203
2022-10-18 12:00:00,2022-10-19 12:00:00,18148641.931780145,2012418.4993688948,110476.74814715202,11545206.752613384,25155271.824900433
2022-10-19 12:00:00,2022-10-20 12:00:00,15376739.131488431,1359352.5506502725,89250.31413453512,10120420.307218947,22416693.02770418
2022-10-20 12:00:00,2022-10-21 12:00:00,13283102.178889882,968289.5325720189,73403.03698446897,8804556.067590693,21880748.803436164
2022-10-21 12:00:00,2022-10-22 12:00:00,13397310.518839154,984466.3564409972,73642.95091820411,9133304.871581148,22905330.6325393
2022-10-22 12:00:00,2022-10-23 12:00:00,14485000.435805323,1067579.7264672564,93836.92891816738,10706721.42895571,23583169.64865365
2022-10-23 12:00:00,2022-10-24 12:00:00,14562953.342925299,1333371.1728635947,99175.91795084052,10680661.035347678,23790016.9704294
2022-10-24 12:00:00,2022-10-25 12:00:00,13524350.575299324,1674814.9585499945,81450.84943194184,9155545.756224835,23690678.45817615
2022-10-25 12:00:00,2022-10-26 12:00:00,9627635.777530968,2278852.0655959006,64432.64084672628,7513293.124777438,21891248.602969967
2022-10-26 12:00:00,2022-10-27 12:00:00,3956312.490355295,1861482.4033487616,49645.4710287092,5285168.740510039,16698632.01453816
2022-10-27 12:00:00,2022-10-28 12:00:00,1616451.2335449345,1859756.4352218872,45892.502605192,3907081.57311862,12206160.758256264
2022-10-28 12:00:00,2022-10-29 12:00:00,3768122.0208808417,3313789.9914243175,78673.95751319318,6427718.264473757,16997529.264270086
2022-10-29 12:00:00,2022-10-30 12:00:00,6756875.645612578,4492705.259375241,105056.13312595301,8065031.757201776,23521822.40845567
2022-10-30 12:00:00,2022-10-31 12:00:00,5297226.978551067,4164057.8379077576,88161.08408048889,6112296.917834419,19021315.89393039
2022-10-31 12:00:00,2022-11-01 12:00:00,1278963.9179589811,1710564.9539986847,50199.020270652545,2957387.03777551,8697385.471862841
2022-11-01 12:00:00,2022-11-02 12:00:00,30494.378523565072,138191.06910875646,71904.2530509303,3855743.842532571,11157678.282161895
2022-11-02 12:00:00,2022-11-03 12:00:00,219932.3956337045,36376.30643524145,165121.35260050057,9683098.075183822,23376327.915917076
2022-11-03 12:00:00,2022-11-04 12:00:00,1936023.2742841777,36816.43001123797,218438.03479505263,13669585.22066209,20704338.260342814
2022-11-04 12:00:00,2022-11-05 12:00:00,2511316.2163563836,26202.84456219813,210897.25201566445,14295382.655034836,5951327.708419189
2022-11-05 12:00:00,2022-11-06 12:00:00,1488649.5894628544,18943.429293810066,188483.02397725708,13943186.950153604,193952.69766299095
2022-11-06 12:00:00,2022-11-07 12:00:00,1309878.5064250347,18658.923787295596,167189.22070452166,13172458.956593122,179788.10647043056
