Sampling_point,Date,Easting,Northing,Distance_Murray_Mouth,AMPA_ug_L,Acidity_as_Calcium_Carbonate_mg_L,Aldrin_ug_L,Algae_Total_cells_mL,Alkalinity_as_Calcium_Carbonate_mg_L,Aluminium_Soluble_mg_L,Aluminium_Total_mg_L,Ammonia_as_N_mg_L,Antimony_Total_mg_L,Arsenic_Inorganic_mg_L,Atrazine_ug_L,Azinphos_methyl_ug_L,Bicarbonate_mg_L,Blue_Green_Algae_Total_cells_mL,Cadmium_Total_mg_L,Calcium_mg_L,Calcium_Hardness_as_CaCO3_mg_L,Carbon_Dioxide_Free_mg_L,Carbonate_mg_L,Carbonate_hardness_as_CaCO3_mg_L,Cells_ml_cells_mL,Chlordane_a_ug_L,Chlordane_g_ug_L,Chloride_mg_L,Chlorides_Total_as_NaCl_mg_L,Chlorophyll_a_ug_L,Chlorophyll_b_ug_L,Chlorothalonil_ug_L,Chlorpyrifos_ug_L,Chlorthal_Dimethyl_ug_L,Chromium_Total_mg_L,Conductivity_uS_cm,Copper_Total_mg_L,DDD_ug_L,DDE_ug_L,DDT_ug_L,Diazinon_ug_L,Dieldrin_ug_L,Dissolved_Organic_Carbon_mg_L,Dissolved_Oxygen_mg_L,Dissolved_solids_by_calculation_mg_L,Endosulfan_ug_L,Endosulfan_1_ug_L,Endosulfan_2_ug_L,Endosulfan_Sulphate_ug_L,Endrin_ug_L,Fenitrothion_ug_L,Fixed_Solids_mg_L,Geosmin_MIB_producing_BGA_Total_cells_mL,Glyphosate_ug_L,Heptachlor_ug_L,Heptachlor_Epoxide_ug_L,Hexazinone_ug_L,Ion_balance_percent,Iron_Soluble_mg_L,Iron_Total_mg_L,Langelier_Index,Lead_Total_mg_L,Lindane_ug_L,Magnesium_mg_L,Magnesium_Hardness_as_CaCO3_mg_L,Malathion_ug_L,Mercury_Total_mg_L,Methoxychlor_ug_L,Nickel_Total_mg_L,Nitrate_Nitrite_as_N_mg_L,Nitrate_as_Nitrogen_mg_L,Nitrite_as_Nitrogen_mg_L,Nitrogen_Total_mg_L,Noncarbonate_hardness_as_CaCO3_mg_L,Parathion_ug_L,Parathion_methyl_ug_L,Phaeophytin_a_ug_L,Phosphorus_Filterable_Reactive_as_P_mg_L,Phosphorus_Total_mg_L,Potassium_mg_L,Prometryne_ug_L,Selenium_Total_mg_L,Silica_Reactive_mg_L,Silver_Total_mg_L,Simazine_ug_L,Sodium_mg_L,Sodium_Adsorption_Ratio_Calculation,Sodium_Total_cations_ratio_percent,Sulphate_mg_L,Suspended_Solids_mg_L,TKN_as_Nitrogen_mg_L,Temperature_at_which_pH_is_measured_celsius,Total_Dissolved_Solids_by_EC_mg_L,Total_Dissolved_Solids_by_evaporation_mg_L,Total_Hardness_as_CaCO3_mg_L,Total_Organic_Carbon_mg_L,Trifluralin_ug_L,Turbidity_NTU,Vinclozolin_ug_L,Volatile_Suspended_Solids_mg_L,Zinc_Soluble_mg_L,Zinc_Total_mg_L,pH_pH_units,Total_Nitrogen
Tauwitchere,25/08/2008 0:00,320218,6059692,13.58,,,,,,0.04,0.082,0.005,,,,,,,0.005,,,,,,,,,,,6.09,1.02,,,,,87400,0.036,,,,,,,,,,,,,,,,,,,,,,0.02,0.084,,,,,,,,,,0.005,,,,,,,,0.006,0.101,,,,,0.002,,,,,,,1.29,,63000,,,,,2.4,,,0.03,0.03,8,1.295
Tauwitchere,24/11/2008 9:10,320218,6059692,13.58,,,,,,0.04,0.091,0.005,,,,,,,0.005,,,,,,,,,,,1.45,0.1,,,,,70900,0.01,,,,,,,,,,,,,,,,,,,,,,0.02,0.105,,,,,,,,,,0.008,,,,,,,,0.005,0.034,,,,,0.002,,,,,,,0.5,,49000,,,,,0.94,,,0.03,0.03,8.2,0.508
Tauwitchere,23/02/2009 0:00,320218,6059692,13.58,,,,,,0.05,0.05,0.059,,,,,,,0.005,,,,,,,,,,,25.3,5.94,,,,,62900,0.01,,,,,,,,,,,,,,,,,,,,,,0.039,0.138,,,,,,,,,,0.005,,,,,,,,0.005,0.121,,,,,0.002,,,,,,,1.04,,43000,,,,,2.5,,,0.064,0.07,7.5,1.045
Tauwitchere,1/06/2009 10:10,320218,6059692,13.58,,,,,,0.05,0.05,0.024,,,,,,,0.005,,,,,,,,,,,4.55,0.3,,,,,60700,0.01,,,,,,,,,,,,,,,,,,,,,,0.025,0.06,,,,,,,,,,0.016,,,,,,,,0.01,0.034,,,,,0.002,,,,,,,0.48,,41000,,,,,0.82,,,0.03,0.03,8.3,0.496
Tauwitchere,25/08/2009 0:00,320218,6059692,13.58,,,,,123,0.01,1.01,0.005,,,,,150,,0.001,,,,,,,,,,,6.3,0.8,,,,,56400,0.002,,,,,,,,,,,,,,,,,,,,,,0.02,1.168,,,,,,,,,,0.006,,,,,,,,0.011,0.069,,,,,0.0003,,,,,,,0.37,,38000,,,,,24,,,0.003,0.003,8,0.376
Tauwitchere,23/11/2009 10:30,320218,6059692,13.58,,,,,127,0.01,0.01,0.022,,,,,155,,0.001,,,,,,,,,,,3.32,0.3,,,,,57600,0.001,,,,,,,,,,,,,,,,,,,,,,0.005,0.043,,,,,,,,,,0.014,,,,,,,,0.005,0.032,,,,,0.0004,,,,,,,0.26,,38000,,,,,0.74,,,0.003,0.003,8.1,0.274
Tauwitchere,15/02/2010 9:50,320218,6059692,13.58,,,,,77.5,0.01,0.01,0.005,,,,,95,,0.001,,,,0.5,,,,,,,8.52,1.41,,,,,78900,0.001,,,,,,,,,,,,,,,,,,,,,,0.006,0.0944,,,,,,,,,,0.007,,,,,,,,0.01,0.077,,,,,0.0003,,,,,,,0.94,,56000,,,,,1.8,,,0.003,0.003,8.4,0.947
Tauwitchere,9/06/2010 10:20,320218,6059692,13.58,,,,,141,0.01,0.01,0.005,,,,,172,,0.001,,,,,,,,,,,3.33,0.41,,,,,59200,0.001,,,,,,,,,,,,,,,,,,,,,,0.0025,0.069,,,,,,,,,,0.005,,,,,,,,0.007,0.043,,,,,0.0003,,,,,,,0.42,,40000,,,,,3.5,,,0.003,0.003,8.1,0.425
Tauwitchere,13/09/2010 11:29,320218,6059692,13.58,,,,,,0.01,0.019,0.013,,,,,,,0.0025,,,,,,,,,,,1.7,0.3,,,,,57900,0.003,,,,,,,,,,,,,,,,,,,,,,0.005,0.021,,,,,,,,,,0.005,,,,,,,,0.003,0.028,,,,,0.0003,,,,,,,0.42,,39000,,,,,1.7,,,0.005,0.0025,8.3,0.425
Tauwitchere,13/12/2010 15:00,320218,6059692,13.58,,,,,,0.01,4.61,0.039,,,,,,,0.005,,,,,,,,,,,43.9,5.04,,,,,1360,0.005,,,,,,,,,,,,,,,,,,,,,,0.005,3.15,,,,,,,,,,0.068,,,,,,,,0.035,0.187,,,,,0.0003,,,,,,,1.53,,750,,,,,84,,,0.005,0.005,8.5,1.598
Tauwitchere,14/03/2011 13:40,320218,6059692,13.58,,,,,,0.01,2.21,0.008,,,,,,,0.005,,,,,,,,,,,38,3.76,,,,,280,0.005,,,,,,,,,,,,,,,,,,,,,,0.095,2.19,,,,,,,,,,0.01,,,,,,,,0.03,0.161,,,,,0.0003,,,,,,,1.54,,155,,,,,44,,,0.005,0.011,8.4,1.55
Tauwitchere,14/06/2011 11:15,320218,6059692,13.58,,,,,,0.01,0.942,0.006,,,,,,,0.005,,,,,,,,,,,30.5,2.3,,,,,3510,0.005,,,,,,,,,,,,,,,,,,,,,,0.005,1.03,,,,,,,,,,0.01,,,,,,,,0.003,0.13,,,,,0.0003,,,,,,,1.11,,2000,,,,,32,,,0.005,0.005,8.4,1.12
Tauwitchere,24/09/2013 13:10,320218,6059692,13.58,,,,128000,,,,0.024,,,,,,106000,,,,,,,12751,,,865,,36.5,4.63,,,,,3390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,,,,,0.003,0.178,,,,1.14,,,,,,,,1.72,,1900,,,,,59,,,,,7.9,1.739
Tauwitchere,22/10/2013 14:16,320218,6059692,13.58,,,,37100,,,,0.024,,,,,,23000,,,,,,,2476,,,915,,27.5,2.51,,,,,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,,,,,,,,0.02,0.128,,,,2.28,,,,,,,,1.17,,1400,,,,,60,,,,,8.1,1.216
Tauwitchere,21/11/2013 13:00,320218,6059692,13.58,,,,75700,,,,0.012,,,,,,60900,,,,,,,6309.583333,,,193,,26.4,4,,,,,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,,,0.004,0.108,,,,0.34,,,,,,,,1.11,,440,,,,,46,,,,,8.5,1.119
Tauwitchere,17/12/2013 11:18,320218,6059692,13.58,,,,176000,,,,0.088,,,,,,159000,,,,,,,14631.66667,,,214,,16.1,0.49,,,,,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,,0.003,0.076,,,,0.25,,,,,,,,0.92,,630,,,,,27,,,,,8.5,0.956
Tauwitchere,22/01/2014 13:10,320218,6059692,13.58,,,,2030,,,,0.1,,,,,,1830,,,,,,,507.5,,,13500,,12.6,1.5,,,,,40200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,,,,,,,,0.017,0.118,,,,4.21,,,,,,,,1.39,,25000,,,,,17,,,,,7.8,1.434
Tauwitchere,14/07/2014 13:16,320218,6059692,13.58,,,,4450,113,,,0.024,,,,,138,,,,,,,,1483.333333,,,14600,,6.33,0.37,,,,,42100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,0.056,0.006,,,,,,0.003,0.028,,,,0.67,,,,,,,,0.48,,27000,,,,,3.8,,,,,8.1,0.542
Tauwitchere,5/08/2014 11:00,320218,6059692,13.58,,,,,,,,0.034,,,,,,,,,,,,,,,,3060,,28.8,2.66,,,,,9460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,2.55,,,,,0.026,0.082,,,,0.32,,,,,,,,1.51,,5400,,,,,20,,,,,,2.55
Tauwitchere,19/08/2014 18:40,320218,6059692,13.58,,,,,,,,0.079,,,,,,,,,,,,,,,,249,,15.9,1.35,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,,,1.45,,,,,0.021,0.115,,,,0.47,,,,,,,,1.35,,630,,,,,20,,,,,,1.446
Tauwitchere,3/09/2014 10:00,320218,6059692,13.58,,,,,,,,0.005,,,,,,,,,,,,,,,,4360,,17,1.88,,,,,12400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,1.53,,,,,0.003,0.113,,,,0.66,,,,,,,,1.46,,7100,,,,,28,,,,,,1.53
Tauwitchere,16/09/2014 15:28,320218,6059692,13.58,,,,2290,,,,0.033,,,,,,250,,,,,,,327.1428571,,,7220,,19.8,2.14,,,,,21900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,0.003,0.106,,,,0.67,,,,,,,,0.9,,13000,,,,,24,,,,,,0.94
Tauwitchere,2/10/2014 10:00,320218,6059692,13.58,,,,,,,,0.05,,,,,,,,,,,,,,,,3200,,28.3,0.1,,,,,9450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,1.62,,,,,0.003,0.119,,,,0.6,,,,,,,,1.59,,5400,,,,,22,,,,,,1.62
Tauwitchere,15/10/2014 13:42,320218,6059692,13.58,,,,104000,112,,,0.013,,,,,136,89000,,,,,,,17416.66667,,,9950,,8.82,1.1,,,,,28500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.028,0.008,,,,,,0.003,0.061,,,,1.13,,,,,,,,0.83,,17000,,,,,6.4,,,,,8.1,0.866
Tauwitchere,13/11/2014 9:55,320218,6059692,13.58,,,,23200,,,,0.012,,,,,,17900,,,,,,,2315,,,10000,,6.1,0.95,,,,,29500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,,,0.74,,,,,0.003,0.061,,,,1.03,,,,,,,,0.72,,18000,,,,,5.4,,,,,,0.737
Tauwitchere,10/12/2014 12:29,320218,6059692,13.58,,,,152000,,,,0.012,,,,,,134000,,,,,,,11694.61538,,,3410,,21,2.7,,,,,11100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,1.06,,,,,0.003,0.104,,,,1.05,,,,,,,,1.05,,6400,,,,,16,,,,,,1.058
Tauwitchere,21/01/2015 13:50,320218,6059692,13.58,,,,94800,104,,,0.005,,,,,118,81800,,,,,4,,6775,,,5110,,17.7,2.42,,,,,16200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.016,0.003,1.19,,,,,0.003,0.104,,,,0.27,,,,,,,,1.17,,9400,,,,,22,,,,,8.4,1.186
Tauwitchere,23/04/2015 13:10,320218,6059692,13.58,,,,210000,97,,,0.014,,,,,107,189000,,,,,6,,13974,,,187,,30.2,5.85,,,,,928,,,,,,,,,,,,,,,,,1840,,,,,,,,,,,,,,,,,0.003,0.005,0.003,1.14,,,,,0.004,0.08,,,,0.08,,,,,,,,1.14,,510,,,,,20,,,,,8.8,1.143
Tauwitchere,21/05/2015 11:40,320218,6059692,13.58,,,,,,,,0.007,,,,,,,,,,,,,,,,11300,,8.29,1.52,,,,,30300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.77,,,,,0.003,0.115,,,,0.42,,,,,,,,0.71,,19000,,,,,11,,,,,,0.77
Tauwitchere,16/06/2015 10:20,320218,6059692,13.58,,,,,,,,0.019,,,,,,,,,,,,,,,,4160,,11.9,1.34,,,,,11700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,1,,,,,0.003,0.075,,,,0.37,,,,,,,,0.99,,6700,,,,,12,,,,,,1
Tauwitchere,16/07/2015 12:35,320218,6059692,13.58,,,,,,,,0.075,,,,,,,,,,,,,,,,5520,,26.8,3.8,,,,,17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,,,1.35,,,,,0.003,0.096,,,,0.42,,,,,,,,1.32,,10000,,,,,24,,,,,,1.347
Tauwitchere,29/07/2015 9:58,320218,6059692,13.58,,,,,,,,0.016,,,,,,,,,,,,,,,,3100,,43.5,5.23,,,,,9560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,,,1.59,,,,,0.003,0.128,,,,0.29,,,,,,,,1.53,,5400,,,,,47,,,,,,1.588
Tauwitchere,14/08/2015 11:10,320218,6059692,13.58,,,,,,,,0.016,,,,,,,,,,,,,,,,7120,,14.1,2.62,,,,,19100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073,,,0.83,,,,,0.003,0.085,,,,0.37,,,,,,,,0.76,,11000,,,,,14,,,,,,0.833
Tauwitchere,28/08/2015 10:50,320218,6059692,13.58,,,,,,,,0.015,,,,,,,,,,,,,,,,4910,,2.12,0.18,,,,,15800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,,,1.23,,,,,0.003,0.084,,,,0.62,,,,,,,,1.2,,9200,,,,,17,,,,,,1.227
Tauwitchere,10/09/2015 10:25,320218,6059692,13.58,,,,,,,,0.035,,,,,,,,,,,,,,,,5400,,18.7,0.1,,,,,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,,,1.73,,,,,0.003,0.214,,,,0.49,,,,,,,,1.71,,9300,,,,,24,,,,,,1.731
Tauwitchere,25/09/2015 11:50,320218,6059692,13.58,,,,,,,,0.069,,,,,,,,,,,,,,,,193,,29.9,3.2,,,,,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,,,1.44,,,,,0.045,0.138,,,,0.41,,,,,,,,1.4,,490,,,,,39,,,,,,1.442
Tauwitchere,8/10/2015 12:35,320218,6059692,13.58,,,,,,,,0.056,,,,,,,,,,,,,,,,2950,,27.8,3.24,,,,,10600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,1.4,,,,,0.006,0.117,,,,0.56,,,,,,,,1.39,,6100,,,,,30,,,,,,1.404
Tauwitchere,28/10/2015 11:00,320218,6059692,13.58,,,,,,,,0.053,,,,,,,,,,,,,,,,74,,17.4,2.49,,,,,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,,,1.27,,,,,0.013,0.125,,,,0.55,,,,,,,,1.25,,530,,,,,25,,,,,,1.273
Tauwitchere,17/11/2015 12:15,320218,6059692,13.58,,,,,,,,0.011,,,,,,,,,,,,,,,,152,,13,1.28,,,,,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,1.45,,,,,0.003,0.14,,,,0.51,,,,,,,,1.44,,440,,,,,21,,,,,,1.453
Tauwitchere,10/12/2015 10:30,320218,6059692,13.58,,,,,,,,0.005,,,,,,,,,,,,,,,,16500,,4.42,0.38,,,,,48500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,0.68,,,,,0.023,0.051,,,,0.65,,,,,,,,0.67,,32000,,,,,2.4,,,,,,0.676
Tauwitchere,5/01/2016 11:40,320218,6059692,13.58,,,,,,,,0.018,,,,,,,,,,,,,,,,14100,,4.59,0.96,,,,,41700,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.9,,,,,0.039,0.067,,,,0.76,,,,,,,,0.89,,27000,,,5.9,,3.6,,,,,,0.9
Tauwitchere,11/02/2016 14:00,320218,6059692,13.58,,,,,,,,0.005,,,,,,,,,,,,,,,,6950,,12,2.11,,,,,20000,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,1.27,,,,,0.003,0.16,,,,0.39,,,,,,,,1.27,,12000,,,9.7,,11,,,,,,1.273
Tauwitchere,16/03/2016 14:30,320218,6059692,13.58,,,,,,,,0.031,,,,,,,,,,,,,,,,185,,0.46,0.1,,,,,884,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,1.56,,,,,0.006,0.115,,,,0.17,,,,,,,,1.53,,490,,,12.1,,20,,,,,,1.56
Tauwitchere,12/04/2016 12:55,320218,6059692,13.58,,,,,,,,0.013,,,,,,,,,,,,,,,,6640,,13.7,1.69,,,,,21600,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,0.83,,,,,0.003,0.109,,,,0.22,,,,,,,,0.83,,13000,,,9.1,,7,,,,,,0.834
Tauwitchere,18/05/2016 12:30,320218,6059692,13.58,,,,,,,,0.121,,,,,,,,,,,,,,,,4565,,6.97,0.37,,,,,17350,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,,,0.85,,,,,0.003,0.093,,,,0.91,,,,,,,,0.76,,11000,,,5.2,,6.8,,,,,,0.852
Tauwitchere,8/06/2016 0:40,320218,6059692,13.58,,,,,,,,0.005,,,,,,,,,,,,,,,,19100,,5.6,0.74,,,,,49500,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,,,0.68,,,,,0.003,0.061,,,,0.44,,,,,,,,0.57,,32000,,,2.9,,5.6,,,,,,0.678
Tauwitchere,19/06/2018 19:00,320218,6059692,13.58,,,,,115,,,0.071,,,,,140,,,,,,,,,,,5080,,22.4,,,,,,19000,,,,,,,6.6,,,,,,,,,10,,,,,,,,,,,,,,,,,,0.024,,,1.17,,,,17.4,0.009,0.073,,,,0.29,,,,,,,26,1.15,21.5,11000,,,11.6,,20,,16,,,7.9,1.174
Tauwitchere,11/07/2018 8:45,320218,6059692,13.58,,,,,113,,,0.012,,,,,137,,,,,,,,,,,5240,,20.7,,,,,,16000,,,,,,,6.3,,,,,,,,,10,,,,,,,,,,,,,,,,,,0.084,,,1.28,,,,4.53,0.003,0.101,,,,0.23,,,,,,,28,1.2,21.7,9300,,,12.8,,16,,18,,,8.1,1.284
Tauwitchere,1/08/2018 15:35,320218,6059692,13.58,,,,,111,,,0.032,,,,,135,,,,,,,,,,,4990,,1.67,,,,,,18000,,,,,,,6.4,,,,,,,,,13,,,,,,,,,,,,,,,,,,0.015,,,0.72,,,,1.08,0.014,0.033,,,,0.89,,,,,,,27,0.7,21.2,11000,,,13,,20,,14,,,8.2,0.715
Tauwitchere,21/08/2018 15:40,320218,6059692,13.58,,,,,104,,,0.035,,,,,126,,,,,,,,,,,2510,,27.4,,,,,,8710,,,,,,,7.4,,,,,,,,,12,,,,,,,,,,,,,,,,,,0.026,,,1.71,,,,5.04,0.009,0.129,,,,0.44,,,,,,,40,1.68,22.7,4900,,,12.3,,28,,28,,,8.1,1.706
Tauwitchere,4/09/2018 15:10,320218,6059692,13.58,,,,,110,,,0.035,,,,,134,,,,,,,,,,,3950,,3.99,,,,,,12600,,,,,,,9.1,,,,,,,,,18,,,,,,,,,,,,,,,,,,0.018,,,1.52,,,,4.85,0.008,0.114,,,,0.5,,,,,,,36,1.5,21.6,7200,,,16,,24,,18,,,8.1,1.518
Tauwitchere,18/09/2018 16:35,320218,6059692,13.58,,,,,115,,,0.038,,,,,140,,,,,,,,,,,3295,,0.1,,,,,,18400,,,,,,,7.3,,,,,,,,,45,,,,,,,,,,,,,,,,,,0.012,,,1.86,,,,44.8,0.013,0.172,,,,0.08,,,,,,,95,1.85,22.1,11000,,,8.6,,44,,50,,,7.9,1.862
Tauwitchere,3/10/2018 14:45,320218,6059692,13.58,,,,,116,,,0.031,,,,,141,,,,,,,,,,,2660,,6.71,,,,,,8990,,,,,,,9,,,,,,,,,17,,,,,,,,,,,,,,,,,,0.02,,,1.64,,,,28,0.003,0.11,,,,0.26,,,,,,,35,1.62,22.3,5100,,,12.8,,30,,18,,,8.2,1.64
Tauwitchere,18/10/2018 15:15,320218,6059692,13.58,,,,,109,,,0.01,,,,,120,,,,,,6,,,,,1810,,45.6,,,,,,5770,,,,,,,9,,,,,,,,,25,,,,,,,,,,,,,,,,,,0.012,,,1.74,,,,28.1,0.008,0.117,,,,0.24,,,,,,,55,1.73,22.6,3200,,,10.9,,29,,30,,,8.6,1.742
Tauwitchere,11/12/2018 2:30,320218,6059692,13.58,,,,,119,,,0.022,,,,,145,,,,,,,,,,,8730,,30.3,,,,,,24700,,,,,,,7.2,,,,,,,,,12,,,,,,,,,,,,,,,,,,0.009,,,1.89,,,,10.4,0.006,0.12,,,,0.67,,,,,,,40,1.88,22.8,15000,,,14.7,,26,,28,,,8.1,1.889
Tauwitchere,10/01/2019 5:59,320218,6059692,13.58,,,,,120,,,0.074,,,,,126,,,,,,10,,,,,5050,,26.2,,,,,,19700,,,,,,,9.6,,,,,,,,,8,,,,,,,,,,,,,,,,,,0.008,,,1.58,,,,5.7,0.003,0.07,,,,0.29,,,,,,,32,1.57,23.3,12000,,,16.5,,21,,24,,,8.6,1.578
Tauwitchere,19/02/2019 13:00,320218,6059692,13.58,,,,,121,,,0.093,,,,,135,,,,,,6,,,,,2290,,13.1,,,,,,7890,,,,,,,10.1,,,,,,,,,9,,,,,,,,,,,,,,,,,,0.016,,,2.02,,,,8.12,0.008,0.138,,,,0.2,,,,,,,31,2,23.4,4500,,,16.6,,14,,22,,,8.5,2.016
Tauwitchere,19/03/2019 15:45,320218,6059692,13.58,,,,,125,,,0.098,,,,,147,,,,,,3,,,,,6690,,10.3,,,,,,21900,,,,,,,7.4,,,,,,,,,11,,,,,,,,,,,,,,,,,,0.006,,,1.24,,,,4.2,0.003,0.055,,,,0.33,,,,,,,21,1.23,24.3,13000,,,9.9,,8.9,,10,,,8.3,1.236
Tauwitchere,17/04/2019 15:25,320218,6059692,13.58,,,,,124,,,0.07,,,,,139,,,,,,6,,,,,656,,23.3,,,,,,2550,,,,,,,9.8,,,,,,,,,10,,,,,,,,,,,,,,,,,,0.012,,,1.74,,,,13.5,0.003,0.069,,,,0.42,,,,,,,34,1.73,23,1400,,,15.5,,17,,24,,,8.6,1.742
Tauwitchere,16/05/2019 16:55,320218,6059692,13.58,,,,,120,,,0.062,,,,,142,,,,,,2,,,,,5220,,13.6,,,,,,16300,,,,,,,7.4,,,,,,,,,19,,,,,,,,,,,,,,,,,,0.023,,,1.32,,,,1.63,0.003,0.061,,,,0.22,,,,,,,35,1.3,22.6,9500,,,10.7,,11,,16,,,8.3,1.323
Tauwitchere,13/06/2019 15:05,320218,6059692,13.58,,,,,127,,,0.033,,,,,155,,,,,,,,,,,15100,,4.87,,,,,,46000,,,,,,,2.7,,,,,,,,,6,,,,,,,,,,,,,,,,,,0.006,,,0.59,,,,4.47,0.004,0.06,,,,0.17,,,,,,,19,0.58,22.7,31700,,,3.8,,8.6,,13,,,8.1,0.586
North Jacks Pt,7/01/1998 0:00,369342,6010972,86.4,,,0.05,,167,,0.115,0.04,0.001,0.002,1.2,0.6,204,,0.001,843,2100,3,,167,,,,50200,82700,,,,,0.05,0.001,128000,0.005,,,,0.6,0.05,,,87900,0.05,,,0.05,,0.6,,,,0.05,0.05,1.5,-2.69,,0.391,1.6,0.005,0.05,3160,13000,0.6,,,,0.01,,,,14960,0.6,0.6,,0.025,0.235,969,1.2,0.001,1,0.0012,1.2,26300,93.1,77.8,6370,,7.3,,100000,,15130,,0.1,,,,,0.022,8,7.31
North Jacks Pt,8/04/1998 10:40,369342,6010972,86.4,,,,,216,,0.02,0.07,0.001,0.007,,,264,,0.002,1110,2760,8,,216,,,,66700,110000,,,,,,0.001,166000,0.001,,,,,,,,123000,,,,,,,,,,,,,2.39,,0.515,1.54,0.005,,4640,19100,,,,,0.11,,,,21660,,,,0.05,0.22,1400,,0.001,4,0.0026,,39300,116,78.3,9370,,7.72,,140000,,21880,,,,,,,0.029,7.7,7.83
North Jacks Pt,24/08/1998 11:40,369342,6010972,86.4,,,,,193,,0.135,0.025,0.001,0.001,,,235,,0.001,747,1860,3,,193,,,,43500,71700,,,,,,0.001,94000,0.001,,,,,,,,75300,,,,,,,,,,,,,-2.94,,0.536,1.69,0.005,,3100,12800,,,,,0.005,,,,14430,,,,0.025,0.17,875,,0.001,2,0.0005,,21800,78.5,75.1,5220,,3.8,,69000,,14620,,,,,,,0.01,8.1,3.805
North Jacks Pt,1/12/1998 13:40,369342,6010972,86.4,,,,,211,,0.116,0.05,0.001,0.002,,,257,,0.0004,963,2400,4,,211,,,,48800,80400,,,,,,0.001,106000,0.006,,,,,,,,86700,,,,,,,,,,,,,-1.59,,0.219,1.77,0.005,,3480,14300,,,,,0.06,,,,16510,,,,0.05,0.21,992,,0.001,1,0.0006,,25600,86.2,75.6,6710,,4.2,,80000,,16720,,,,,,,0.041,8,4.26
North Jacks Pt,9/12/1999 11:00,369342,6010972,86.4,,,,,,,0.345,0.034,0.002,0.002,,,,,0.0004,,,,,,,,,,,62,7.4,,,,0.001,101000,,,,,,,,,,,,,,,,,,,,,,,,0.628,,0.005,,,,,0.0003,,0.021,0.008,,,,,,,,0.005,0.257,,,0.002,2,0.0015,,,,,,,5.4,,76000,,,,,25,,,,0.089,8,5.408
North Jacks Pt,27/03/2000 16:59,369342,6010972,86.4,,,,,,,0.218,0.1,,,,,,,0.001,,,,,,,,,,,59,13,,,,0.001,137000,,,,,,,,,,,,,,,,,,,,,,,,0.319,,0.005,,,,,0.0003,,,0.005,,,,,,,,0.005,0.29,,,,1,0.0079,,,,,,,6.1,,110000,,,,,12,,,,0.04,7.9,6.105
North Jacks Pt,27/06/2000 0:00,369342,6010972,86.4,,,,,,,0.427,0.1,0.003,0.022,,,231,,0.0004,758,,,,,,,,41800,,63,8.3,,,,0.001,93900,,,,,,,,,,,,,,,,,,,,,,-2.24,,0.445,,0.009,,2680,,,0.0003,,0.1,0.005,,,,,,,,0.005,0.18,778,,0.087,1.9,0.001,,22400,,,5990,41,3.9,,69000,,,,,14,,,,0.047,7.9,3.905
