Date,T.Max,T.Min,Rain,Evap,Radn,VP,RHmaxT,RHminT,Tav,Rhav
12/09/1975 00:00,22.8,10.9,0,2.4,5.9,10.5,37.8,80.6,16.85,59.2
13/09/1975 00:00,20.4,10.6,2,2.4,12.5,15.6,65.1,100,15.50,82.55
14/09/1975 00:00,21.9,6.2,0,2.6,16.4,13.7,52.2,100,14.05,76.1
15/09/1975 00:00,22.6,9.4,0,2.5,10,13.4,48.9,100,16.00,74.45
16/09/1975 00:00,22.2,12.9,7.2,4.2,16.8,17.1,63.9,100,17.55,81.95
17/09/1975 00:00,21.5,11.9,4,2.7,9.8,17.5,68.3,100,16.70,84.15
18/09/1975 00:00,16,10.4,0,4.3,16.7,9,49.5,71.4,13.20,60.45
19/09/1975 00:00,16.7,9.3,4.8,2.8,12.8,12.3,64.7,100,13.00,82.35
20/09/1975 00:00,18.5,7.4,0,3.3,15.6,11.9,55.9,100,12.95,77.95
21/09/1975 00:00,20.9,10.7,0,5,21,13.3,53.8,100,15.80,76.9
22/09/1975 00:00,19.3,11.7,2.4,3.7,13.3,13.5,60.3,98.2,15.50,79.25
23/09/1975 00:00,15.7,9.5,3.2,4.1,16.2,10.5,58.9,88.5,12.60,73.7
24/09/1975 00:00,16.2,5.1,0,4.1,19.7,7.5,40.8,85.4,10.65,63.1
25/09/1975 00:00,21.3,3.9,0,4.4,20.3,9.6,37.9,100,12.60,68.95
26/09/1975 00:00,23,8.8,0,6.8,14.7,10,35.6,88.4,15.90,62
27/09/1975 00:00,19.4,13.8,6.4,3.5,11.6,13.6,60.4,86.2,16.60,73.3
28/09/1975 00:00,18.3,11.2,0,3.3,14.7,10.6,50.4,79.7,14.75,65.05
29/09/1975 00:00,15.5,7.1,0.8,3,10.9,10.1,57.4,100,11.30,78.7
30/09/1975 00:00,16,7.7,0,3.3,19.5,10.3,56.7,98.1,11.85,77.4
01/10/1975 00:00,16.2,5.5,0,4.4,17.8,10.3,56,100,10.85,78
02/10/1975 00:00,16.5,7.9,7,4.1,18,12.1,64.5,100,12.20,82.25
03/10/1975 00:00,16.7,6.7,0,3.7,20.4,10.7,56.3,100,11.70,78.15
04/10/1975 00:00,20,3.8,0,4.2,22.2,9.8,41.9,100,11.90,70.95
05/10/1975 00:00,24.3,7.2,0,5.8,20.1,10.6,34.9,100,15.75,67.45
06/10/1975 00:00,26.9,12.7,0,6.5,15.2,8.6,24.3,58.6,19.80,41.45
07/10/1975 00:00,21.5,16.1,6.2,1.9,6.2,19.1,74.5,100,18.80,87.25
08/10/1975 00:00,19,15.2,17.6,2.9,9,17.4,79.2,100,17.10,89.6
09/10/1975 00:00,18.2,14.4,8,2.6,7.2,16,76.6,97.6,16.30,87.1
10/10/1975 00:00,20.5,11.6,0,5.1,15.6,11.6,48.1,85,16.05,66.55
11/10/1975 00:00,16.7,11.8,0.4,4.9,20.7,8.9,46.8,64.3,14.25,55.55
12/10/1975 00:00,16.1,9.9,0.8,4.6,16.1,9.6,52.5,78.8,13.00,65.65
13/10/1975 00:00,18.2,9.8,0.1,4,15.9,12.7,60.8,100,14.00,80.4
14/10/1975 00:00,18.1,11.5,0.2,3.6,8.2,11.9,57.3,87.8,14.80,72.55
15/10/1975 00:00,18.3,11.1,0,3.5,16.5,11.5,54.7,87.1,14.70,70.9
16/10/1975 00:00,17.5,7.5,0,4.4,19.5,9.1,45.5,87.8,12.50,66.65
17/10/1975 00:00,17.7,5.4,0,4.7,14.8,8.3,41,92.6,11.55,66.8
18/10/1975 00:00,17.3,5.1,0,2.6,13.1,7.8,39.5,88.8,11.20,64.15
19/10/1975 00:00,20,10.3,3.6,3.5,14.6,13,55.6,100,15.15,77.8
20/10/1975 00:00,17.3,11.5,1.6,3.6,8.6,13.1,66.4,96.6,14.40,81.5
21/10/1975 00:00,17.5,9.4,2.6,4.7,16.4,8.8,44,74.7,13.45,59.35
22/10/1975 00:00,18.3,5.3,0,6.2,26.3,7.9,37.6,88.7,11.80,63.15
23/10/1975 00:00,15.9,7.5,0,2.5,8,8.5,47.1,82,11.70,64.55
24/10/1975 00:00,19.8,10.8,12,2.8,8.1,16.4,71,100,15.30,85.5
25/10/1975 00:00,16.5,10.9,9.4,2.9,8.2,12.5,66.6,95.9,13.70,81.25
26/10/1975 00:00,19.1,9.3,2.6,4.1,26.4,9.9,44.8,84.6,14.20,64.7
27/10/1975 00:00,25.9,9.3,0,6.6,25.8,12,35.9,100,17.60,67.95
28/10/1975 00:00,28.1,13.4,0,6.9,20.9,13.5,35.5,87.9,20.75,61.7
29/10/1975 00:00,28.6,16.2,0,4.7,9.7,12.4,31.7,67.4,22.40,49.55
30/10/1975 00:00,18.2,12.4,6.8,4.2,12.7,13.4,64.1,93.1,15.30,78.6
31/10/1975 00:00,18.4,13.2,4.4,3.1,12.5,15.7,74.2,100,15.80,87.1
01/11/1975 00:00,19,11.3,2,3.2,17,11.5,52.4,85.9,15.15,69.15
02/11/1975 00:00,24.4,7.7,1,4.7,16.4,12.8,41.9,100,16.05,70.95
03/11/1975 00:00,19.1,13.8,4.2,5.9,23.7,13.8,62.4,87.5,16.45,74.95
04/11/1975 00:00,18.5,11.6,0.6,5.8,18.8,13.5,63.4,98.9,15.05,81.15
05/11/1975 00:00,18.2,10.9,8.4,5.3,20.4,12.8,61.3,98.2,14.55,79.75
06/11/1975 00:00,18.4,11.1,1.8,5.2,17.4,11.6,54.8,87.8,14.75,71.3
07/11/1975 00:00,18,10.5,0,4.6,15.6,9.4,45.6,74.1,14.25,59.85
08/11/1975 00:00,23.6,6.8,0,5.8,27.4,11.2,38.5,100,15.20,69.25
09/11/1975 00:00,18.9,11.4,0,4.3,19.9,13.4,61.4,99.5,15.15,80.45
10/11/1975 00:00,20.4,9.9,2.4,3.6,16.3,13.3,55.5,100,15.15,77.75
11/11/1975 00:00,22.1,13.8,0,4.9,21,14.3,53.8,90.7,17.95,72.25
12/11/1975 00:00,26.2,7.2,0,5.6,24.6,13.2,38.8,100,16.70,69.4
13/11/1975 00:00,32.1,11.3,0,7.9,26.1,14.2,29.7,100,21.70,64.85
14/11/1975 00:00,30.1,17.5,0,5.3,13.7,14.3,33.5,71.5,23.80,52.5
15/11/1975 00:00,22.8,15.1,0,4.3,17.2,15.1,54.4,88,18.95,71.2
16/11/1975 00:00,30.6,12.1,0,4.8,15.3,16.9,38.5,100,21.35,69.25
17/11/1975 00:00,35.5,16.4,1.2,9.6,23.7,15.4,26.6,82.6,25.95,54.6
18/11/1975 00:00,35.8,20.3,0,10.1,22.1,16.7,28.4,70.1,28.05,49.25
19/11/1975 00:00,28.8,20.3,0,5.1,9.7,15.6,39.4,65.5,24.55,52.45
20/11/1975 00:00,21.4,13.5,2.4,4.3,14.9,15.8,62,100,17.45,81
21/11/1975 00:00,20,13.5,1.4,3.6,10.2,15.3,65.5,98.9,16.75,82.2
22/11/1975 00:00,24.9,11.1,2.6,4.3,17,16.1,51.1,100,18.00,75.55
23/11/1975 00:00,19.7,12.6,2.4,5.6,25.2,11.3,49.3,77.5,16.15,63.4
24/11/1975 00:00,22.8,9.6,0,8.1,24.6,12.5,45.1,100,16.20,72.55
25/11/1975 00:00,20,13,0,7.1,20.8,11.7,50.1,78.2,16.50,64.15
26/11/1975 00:00,20.8,9.5,0,6.4,28.9,10.2,41.5,86,15.15,63.75
27/11/1975 00:00,28.5,7.3,0,7.7,31.5,11.5,29.6,100,17.90,64.8
28/11/1975 00:00,35,15.6,0,9.6,31.6,11.6,20.6,65.5,25.30,43.05
29/11/1975 00:00,28.9,12,0,6,28.3,14,35.2,99.9,20.45,67.55
30/11/1975 00:00,32.6,16.5,0,5.3,19.9,17.5,35.6,93.3,24.55,64.45
01/12/1975 00:00,32.6,12.6,0,8.2,31.3,15.9,32.3,100,22.60,66.15
02/12/1975 00:00,33.6,20.8,0,7.2,21.5,17.9,34.4,72.9,27.20,53.65
03/12/1975 00:00,20.1,16.2,2.8,5.9,16.7,17.1,72.7,92.9,18.15,82.8
04/12/1975 00:00,21.5,12,0,5.9,20.3,10.5,41,74.9,16.75,57.95
05/12/1975 00:00,26.6,9,0,6.2,31.2,11.6,33.3,100,17.80,66.65
06/12/1975 00:00,35,12.3,0,8.5,30.9,13.5,24,94.4,23.65,59.2
07/12/1975 00:00,30,15.9,0,7.8,30,14.7,34.6,81.4,22.95,58
08/12/1975 00:00,24.8,11.1,0,7.3,30.3,14.9,47.6,100,17.95,73.8
09/12/1975 00:00,24.7,14.8,0,7.5,26.4,14.3,46,85,19.75,65.5
10/12/1975 00:00,35.7,11.7,0,9.3,30.4,13.4,22.9,97.5,23.70,60.2
11/12/1975 00:00,40.4,21.2,0,13.8,29.9,10.7,14.2,42.5,30.80,28.35
12/12/1975 00:00,23.5,18.5,0,7.4,16,16.8,58,78.9,21.00,68.45
13/12/1975 00:00,23,14.9,5.4,3.5,8.9,13.4,47.7,79.1,18.95,63.4
14/12/1975 00:00,22.7,14.9,0,4.8,11.2,16.1,58.4,95.1,18.80,76.75
15/12/1975 00:00,24.2,14.6,0,5.5,18,15.7,52,94.5,19.40,73.25
16/12/1975 00:00,23.4,14.4,0,6.9,18.8,17,59.1,100,18.90,79.55
17/12/1975 00:00,20.4,12.5,0,8.2,26.5,9.6,40.1,66.3,16.45,53.2
18/12/1975 00:00,19.3,12.2,0,6.9,17,9.9,44.2,69.7,15.75,56.95
19/12/1975 00:00,20.8,7.3,1.6,5.9,27.9,9.9,40.3,96.9,14.05,68.6
20/12/1975 00:00,21.2,9.4,0,7.2,26.4,10.6,42.1,89.9,15.30,66
21/12/1975 00:00,21.9,9.9,0,6.6,30.8,10.9,41.5,89.4,15.90,65.45
22/12/1975 00:00,23.7,9,0,8,31.7,11.9,40.6,100,16.35,70.3
23/12/1975 00:00,22.6,10.8,0,8.4,31.2,12.5,45.6,96.6,16.70,71.1
24/12/1975 00:00,24,10.2,0,8.7,31.7,10.5,35.2,84.4,17.10,59.8
25/12/1975 00:00,28.9,9.4,0,8.9,32.3,12,30.1,100,19.15,65.05
26/12/1975 00:00,35,14.5,0,9.3,27.3,15.2,27,92.1,24.75,59.55
27/12/1975 00:00,32.8,18.5,1.8,9.1,24.2,16.3,32.8,76.6,25.65,54.7
28/12/1975 00:00,25.4,18.2,0,4.2,8.8,17.5,54,83.8,21.80,68.9
29/12/1975 00:00,24.3,18.7,6.4,7.3,24.6,19.9,65.5,92.3,21.50,78.9
30/12/1975 00:00,24,10.6,0,7.3,29.8,13.7,45.9,100,17.30,72.95
31/12/1975 00:00,28.4,10.9,0,7.7,31,12.5,32.3,95.9,19.65,64.1
01/01/1976 00:00,26.3,13.7,0,8.4,30.3,15.7,45.9,100,20.00,72.95
02/01/1976 00:00,28.7,11.6,0,7.2,31.3,13.7,34.8,100,20.15,67.4
03/01/1976 00:00,39.3,15.3,0,11.6,29.8,12.2,17.2,70.2,27.30,43.7
04/01/1976 00:00,25.7,21.7,0,8,13.6,17.3,52.4,66.7,23.70,59.55
05/01/1976 00:00,23.3,13.5,0,7.6,19.2,9.3,32.5,60.1,18.40,46.3
06/01/1976 00:00,25.2,8.2,0,7.4,30.1,11.3,35.3,100,16.70,67.65
07/01/1976 00:00,30.9,13.5,0,7,26.3,17.4,39,100,22.20,69.5
08/01/1976 00:00,20.8,13.7,0,3.5,8.4,18.2,74.1,100,17.25,87.05
09/01/1976 00:00,21.5,12.2,5.8,6.7,27.4,12.2,47.6,85.9,16.85,66.75
10/01/1976 00:00,26.5,9.8,0,7.8,26.6,9.9,28.6,81.8,18.15,55.2
11/01/1976 00:00,24.5,14.6,0,1.7,8.9,12.9,42,77.7,19.55,59.85
12/01/1976 00:00,23.3,17,8.2,3.3,7.5,20.5,71.7,100,20.15,85.85
13/01/1976 00:00,26.8,16.8,0,6.5,25.4,18.4,52.2,96.2,21.80,74.2
14/01/1976 00:00,23.4,15.2,0,6.1,11.3,17.1,59.4,99.1,19.30,79.25
15/01/1976 00:00,22.3,13.7,0,7.6,22.3,12,44.6,76.6,18.00,60.6
16/01/1976 00:00,24.1,8.8,0,7.6,30.7,12.7,42.3,100,16.45,71.15
17/01/1976 00:00,33,10.3,0,7.6,31.1,11.3,22.5,90.3,21.65,56.4
18/01/1976 00:00,37.6,16,0,11.3,30.8,9,13.9,49.5,26.80,31.7
19/01/1976 00:00,23.7,18.2,0,9.1,28.9,16.9,57.7,80.9,20.95,69.3
20/01/1976 00:00,23.1,12.4,0,8.6,27.7,11.8,41.8,82,17.75,61.9
21/01/1976 00:00,22.6,11.2,0,9.1,28.4,10.7,39,80.5,16.90,59.75
22/01/1976 00:00,22.3,12.6,0,8.8,27.4,12.3,45.7,84.4,17.45,65.05
23/01/1976 00:00,22.6,9.4,0,7.7,29.4,11.6,42.3,98.4,16.00,70.35
24/01/1976 00:00,20.6,11,0,7.3,19.2,13.5,55.7,100,15.80,77.85
25/01/1976 00:00,20.2,12.7,0,6.4,14.4,10.7,45.2,72.9,16.45,59.05
26/01/1976 00:00,21.7,11.8,2,5.6,24.3,10.9,42,78.8,16.75,60.4
27/01/1976 00:00,22.4,13.1,0,6.5,17.1,13.1,48.4,87,17.75,67.7
28/01/1976 00:00,22.6,13.8,0,5.8,24.5,12.6,46,79.9,18.20,62.95
29/01/1976 00:00,27.7,10.2,0,6.9,29.9,13.7,36.9,100,18.95,68.45
30/01/1976 00:00,36.1,12,0,8.5,29.9,13.8,23.1,98.5,24.05,60.8
31/01/1976 00:00,37.9,16.9,0,9.9,27.2,16.3,24.7,84.7,27.40,54.7
01/02/1976 00:00,23.2,16.9,0.6,8.1,19.5,16,56.3,83.1,20.05,69.7
02/02/1976 00:00,22.6,8.4,0,8.4,29.6,10.2,37.2,92.6,15.50,64.9
03/02/1976 00:00,25.7,10.2,0,7.7,29.4,11.7,35.4,94.1,17.95,64.75
04/02/1976 00:00,29.5,14.9,0,7.4,26.2,15.5,37.6,91.5,22.20,64.55
05/02/1976 00:00,31.1,15.8,0,9.1,27,16.1,35.6,89.7,23.45,62.65
06/02/1976 00:00,31.6,15.2,0,10.5,27.4,16.3,35.1,94.4,23.40,64.75
07/02/1976 00:00,35.8,20.3,0,10.3,22.9,19.3,32.8,81.1,28.05,56.95
08/02/1976 00:00,26.6,20.3,0,2.9,9.4,21.3,61.2,89.5,23.45,75.35
09/02/1976 00:00,25.7,16.6,0,7.6,19.9,17.4,52.7,92.2,21.15,72.45
10/02/1976 00:00,22.7,9.8,0,7.3,28.5,10.9,39.5,90,16.25,64.75
11/02/1976 00:00,23.2,12.1,0,7.6,28.6,12.7,44.7,90,17.65,67.35
12/02/1976 00:00,29.5,10.6,0,6.9,28.3,13.5,32.7,100,20.05,66.35
13/02/1976 00:00,34.3,16.1,0,11.9,28,14.8,27.4,80.9,25.20,54.15
14/02/1976 00:00,26,17.3,0,8.1,23.8,18.3,54.5,92.7,21.65,73.6
15/02/1976 00:00,28.9,11.1,0,7.6,27.2,12.3,30.9,93.1,20.00,62
16/02/1976 00:00,29.6,9.8,0,7.1,27.8,13.2,31.8,100,19.70,65.9
17/02/1976 00:00,34.6,13.3,0.8,8.5,26.2,16.9,30.7,100,23.95,65.35
18/02/1976 00:00,20.6,16.4,4,3.6,10,18.7,77.1,100,18.50,88.55
19/02/1976 00:00,22.6,12.8,0,7.4,24.5,13.6,49.6,92.1,17.70,70.85
20/02/1976 00:00,25,8.4,0,6.6,27.8,10.6,33.5,96.2,16.70,64.85
21/02/1976 00:00,27.7,10.5,0,6.3,27.1,13.5,36.4,100,19.10,68.2
22/02/1976 00:00,32,14.7,0,6.9,24,17.4,36.6,100,23.35,68.3
23/02/1976 00:00,31.6,15.9,0,6.7,19.6,18.3,39.4,100,23.75,69.7
24/02/1976 00:00,31.7,16.3,0,6.2,22.6,19.6,41.9,100,24.00,70.95
25/02/1976 00:00,27.9,18.1,11.2,3.8,15.3,19.9,53,95.9,23.00,74.45
26/02/1976 00:00,30.9,17.1,9.4,6.9,24.5,21.4,47.9,100,24.00,73.95
27/02/1976 00:00,24.4,15.7,0,4.1,11.2,20.8,68.1,100,20.05,84.05
28/02/1976 00:00,29.2,13.7,0,4.5,17.8,14.1,34.8,90,21.45,62.4
29/02/1976 00:00,20.7,16.8,0,4.2,8.2,20.9,85.6,100,18.75,92.8
01/03/1976 00:00,21.4,13.8,2.4,5.6,18.4,12.1,47.5,76.7,17.60,62.1
02/03/1976 00:00,22.2,9.7,0,7.1,25.5,12.5,46.7,100,15.95,73.35
03/03/1976 00:00,23.8,12.1,0,6.7,24.2,13.7,46.5,97.1,17.95,71.8
04/03/1976 00:00,27.8,13.2,0,8.3,22.8,12.3,32.9,81.1,20.50,57
05/03/1976 00:00,29.1,13.3,0,5.6,21.3,14.5,36,95,21.20,65.5
06/03/1976 00:00,28.2,13.7,0,6.1,22.2,16.1,42.1,100,20.95,71.05
07/03/1976 00:00,28,9.9,0,6.6,24.3,12.7,33.6,100,18.95,66.8
08/03/1976 00:00,29.2,12.9,0,6.2,23.2,12.7,31.3,85.4,21.05,58.35
09/03/1976 00:00,27.1,11.9,0,4.6,13.2,16.9,47.1,100,19.50,73.55
10/03/1976 00:00,22,15.7,0,6.1,22.2,13.4,50.7,75.2,18.85,62.95
11/03/1976 00:00,24.2,8.1,0,6.5,23.8,10.8,35.8,100,16.15,67.9
12/03/1976 00:00,24.2,8.7,0,4.9,23.5,11.1,36.8,98.7,16.45,67.75
13/03/1976 00:00,31.5,10.7,0,5.7,22.8,15.1,32.7,100,21.10,66.35
14/03/1976 00:00,29.4,12.4,0,5.8,22.4,16.3,39.8,100,20.90,69.9
15/03/1976 00:00,35.1,12,0,7.3,22.1,17.1,30.2,100,23.55,65.1
16/03/1976 00:00,24,16.9,1.4,4.8,16.9,18.8,63,97.7,20.45,80.35
17/03/1976 00:00,23.2,11.6,0,4.4,19.8,15.6,54.9,100,17.40,77.45
18/03/1976 00:00,24.3,9.8,0,5.3,20,15.1,49.7,100,17.05,74.85
19/03/1976 00:00,22.7,11.1,0,6.7,19.7,12.7,46.1,96.2,16.90,71.15
20/03/1976 00:00,20,13.1,1.8,6.3,18.9,10.8,46.2,71.7,16.55,58.95
21/03/1976 00:00,19.3,12,0,5,13.5,9.4,42,67.1,15.65,54.55
22/03/1976 00:00,19.4,13.8,0,3.7,8.1,11.5,51.1,72.9,16.60,62
23/03/1976 00:00,20.6,13.2,0,3.7,11.1,14.9,61.4,98.3,16.90,79.85
24/03/1976 00:00,21.5,10.8,0,3.8,12.8,14.8,57.7,100,16.15,78.85
25/03/1976 00:00,21.3,10.6,0,4.3,18.2,14.6,57.7,100,15.95,78.85
26/03/1976 00:00,22.3,8.2,0,3.8,18.1,14.4,53.5,100,15.25,76.75
27/03/1976 00:00,23,11.2,0,4.4,19.6,16.2,57.7,100,17.10,78.85
28/03/1976 00:00,22.1,10.1,0,4.5,14.4,15.1,56.8,100,16.10,78.4
29/03/1976 00:00,22,12.2,0,4.8,18.5,13.7,51.8,96.5,17.10,74.15
30/03/1976 00:00,24.3,8,0,4.1,16.7,15.5,51,100,16.15,75.5
31/03/1976 00:00,29.1,8.6,0,6.8,20,11.5,28.5,100,18.85,64.25
01/04/1976 00:00,31.9,14.9,0,7.8,13.5,10.3,21.8,60.8,23.40,41.3
02/04/1976 00:00,20.8,14.1,0,5.3,17.4,11.9,48.5,74,17.45,61.25
03/04/1976 00:00,22.8,6.4,0,4.2,17.2,10,36,100,14.60,68
04/04/1976 00:00,22.1,6.1,0,3,10.1,10.9,41,100,14.10,70.5
05/04/1976 00:00,17.8,10.2,3,4.7,15.6,10.9,53.5,87.6,14.00,70.55
06/04/1976 00:00,19.4,11,0.6,3.3,11.4,13.9,61.7,100,15.20,80.85
07/04/1976 00:00,19.8,7.9,0,3.4,11.6,12,52,100,13.85,76
08/04/1976 00:00,20,6.9,0,3.5,10.1,14.6,62.5,100,13.45,81.25
09/04/1976 00:00,20.8,7.8,0,3.6,12.2,11,44.8,100,14.30,72.4
10/04/1976 00:00,25.5,9.6,0,4.5,9.5,11.9,36.5,99.6,17.55,68.05
11/04/1976 00:00,25.2,12,0.9,4,12.6,14.6,45.6,100,18.60,72.8
12/04/1976 00:00,24.8,14.1,0.1,4.9,13,15.8,50.5,98.3,19.45,74.4
13/04/1976 00:00,26,13.8,0,4.1,8.6,16.2,48.2,100,19.90,74.1
14/04/1976 00:00,26,14.5,0,3.6,14.8,17.1,50.9,100,20.25,75.45
15/04/1976 00:00,31.2,15.1,0,8.3,6.7,15.8,34.8,92.1,23.15,63.45
16/04/1976 00:00,28.2,18.3,0,4.9,7.6,12.3,32.2,58.5,23.25,45.35
17/04/1976 00:00,22.9,14.1,6.2,3.7,13.6,15.7,56.2,97.6,18.50,76.9
18/04/1976 00:00,18.8,12.1,1,4.2,12.8,13.3,61.3,94.3,15.45,77.8
19/04/1976 00:00,17.4,10.3,0,2.3,8.3,10.2,51.4,81.5,13.85,66.45
20/04/1976 00:00,19.2,5.3,0.3,2.6,14.8,11,49.5,100,12.25,74.75
21/04/1976 00:00,19.5,6.7,1,3.3,9.8,15.1,66.6,100,13.10,83.3
22/04/1976 00:00,17.7,4.6,0,3.3,11.6,8.8,43.5,100,11.15,71.75
23/04/1976 00:00,18,8.1,0,2,6.7,10.6,51.4,98.2,13.05,74.8
24/04/1976 00:00,20.2,5.6,0,2.9,15.9,11.3,47.8,100,12.90,73.9
25/04/1976 00:00,22,7.6,0,4.4,11.8,10.5,39.7,100,14.80,69.85
26/04/1976 00:00,18.5,11.2,2.6,3.7,9.8,11.7,55,88,14.85,71.5
27/04/1976 00:00,17.1,9.8,8.6,2.7,12.2,11.5,59,95,13.45,77
28/04/1976 00:00,17.7,9.6,0.4,3,5.9,11.8,58.3,98.8,13.65,78.55
29/04/1976 00:00,15.7,9.1,1.4,2.8,10.6,11.1,62.3,96.1,12.40,79.2
30/04/1976 00:00,17.4,5.1,0.2,2.4,14.4,9.4,47.3,100,11.25,73.65
01/05/1976 00:00,20,3.8,0,2.3,14.5,10.3,44.1,100,11.90,72.05
02/05/1976 00:00,21.3,4.3,0,3.4,8.1,9.6,37.9,100,12.80,68.95
03/05/1976 00:00,19.1,9.4,0,3.1,10.7,13.3,60.2,100,14.25,80.1
04/05/1976 00:00,17,11.3,1.4,2.7,4.6,10.3,53.2,77,14.15,65.1
05/05/1976 00:00,17.6,9.9,0,2.5,11,9.3,46.2,76.3,13.75,61.25
06/05/1976 00:00,17,6,0,1.8,2.9,10.9,56.3,100,11.50,78.15
07/05/1976 00:00,17.6,9.9,0,1.7,7.7,12,59.7,98.5,13.75,79.1
08/05/1976 00:00,17.1,7.6,0,2.4,7.6,11.7,60,100,12.35,80
09/05/1976 00:00,15.4,7.7,1.4,2.3,8.2,8.7,49.8,82.8,11.55,66.3
10/05/1976 00:00,15.7,3.3,0,1.7,8,9.4,52.7,100,9.50,76.35
11/05/1976 00:00,17.7,9.7,0,1.9,7.8,12.2,60.3,100,13.70,80.15
12/05/1976 00:00,18.2,3.3,0,1.8,11.3,11,52.7,100,10.75,76.35
13/05/1976 00:00,17.2,1.7,0,2,13,9.7,49.5,100,9.45,74.75
14/05/1976 00:00,18.6,1,0,2.2,12.2,9.9,46.2,100,9.80,73.1
15/05/1976 00:00,21.4,2.6,0,4.6,11.9,7.5,29.4,100,12.00,64.7
16/05/1976 00:00,20.2,12.3,0,3,8.7,14.1,59.6,98.6,16.25,79.1
17/05/1976 00:00,18.3,9.4,0,2.4,10,12.8,60.9,100,13.85,80.45
18/05/1976 00:00,18,10.2,7.2,2,10.1,12.7,61.6,100,14.10,80.8
19/05/1976 00:00,18.2,7.6,0.4,1.8,8,11.9,57,100,12.90,78.5
20/05/1976 00:00,16.4,7.1,0,2,6.1,10,53.6,99.2,11.75,76.4
21/05/1976 00:00,17.2,10.4,0,2.4,5,9,45.9,71.4,13.80,58.65
22/05/1976 00:00,17.6,11.8,5.7,2.5,9.2,14.1,70.1,100,14.70,85.05
23/05/1976 00:00,16,9.7,4.8,2.5,10.2,11.7,64.4,97.3,12.85,80.85
24/05/1976 00:00,17.4,9.2,4.6,1.7,8.5,12.2,61.4,100,13.30,80.7
25/05/1976 00:00,17.8,10.8,3,2.6,6.4,14.3,70.2,100,14.30,85.1
26/05/1976 00:00,15.5,7.6,6,1.9,5.8,10.5,59.7,100,11.55,79.85
27/05/1976 00:00,15.6,10.4,0,1.8,4.4,10.8,61,85.7,13.00,73.35
28/05/1976 00:00,15.7,7.6,0,2.3,6.8,10.4,58.3,99.7,11.65,79
29/05/1976 00:00,18.7,5.4,0,3,9.8,9.3,43.1,100,12.05,71.55
30/05/1976 00:00,19.5,7,0,3.5,9.2,9.4,41.5,93.9,13.25,67.7
31/05/1976 00:00,20,8.7,0,6.1,7.6,7.1,30.4,63.2,14.35,46.8
01/06/1976 00:00,14.2,11.4,0,2.3,3,12.4,76.6,92.1,12.80,84.35
02/06/1976 00:00,15.2,7,13.8,1.7,9.5,8.2,47.5,81.9,11.10,64.7
03/06/1976 00:00,18,8.1,0.6,1.5,7.3,12.8,62.1,100,13.05,81.05
04/06/1976 00:00,17.1,8.6,4,1.6,6,12.5,64.1,100,12.85,82.05
05/06/1976 00:00,15,9.7,0,2.2,4.5,10.6,62.2,88.1,12.35,75.15
06/06/1976 00:00,16.5,10.7,0,3.4,7.4,12.4,66.1,96.4,13.60,81.25
07/06/1976 00:00,14.8,8.8,8,1.6,5.3,10.1,60,89.2,11.80,74.6
08/06/1976 00:00,17.1,11.3,1,1.6,5.2,14.4,73.9,100,14.20,86.95
09/06/1976 00:00,16,11.8,3.2,1.3,7.9,13.9,76.5,100,13.90,88.25
10/06/1976 00:00,17.2,9.3,3,1,5.2,13.7,69.9,100,13.25,84.95
11/06/1976 00:00,14.9,9.7,0,1.3,5.1,12.6,74.4,100,12.30,87.2
12/06/1976 00:00,14.5,8.9,0,1,4.1,10.7,64.8,93.9,11.70,79.35
13/06/1976 00:00,15.6,7.6,0,1.5,3.8,12.1,68.3,100,11.60,84.15
14/06/1976 00:00,13.8,7.3,6.4,1.8,6.7,9,57.1,88.1,10.55,72.6
15/06/1976 00:00,14.7,6.9,0,1.4,3.5,10.3,61.6,100,10.80,80.8
16/06/1976 00:00,14.8,6,2.2,1.3,8,11.7,69.5,100,10.40,84.75
17/06/1976 00:00,15.4,6.8,0.4,1.9,10,11.8,67.5,100,11.10,83.75
18/06/1976 00:00,13.2,4.4,0.2,1.5,6.2,9.9,65.3,100,8.80,82.65
19/06/1976 00:00,11.6,7.7,0,1.2,3.3,10,73.3,95.2,9.65,84.25
20/06/1976 00:00,14.5,1.4,0,1,9.7,8.1,49.1,100,7.95,74.55
21/06/1976 00:00,17.4,0.4,0,1.2,10.8,8.5,42.8,100,8.90,71.4
22/06/1976 00:00,16.4,2.2,0,1.3,10.7,7.8,41.8,100,9.30,70.9
23/06/1976 00:00,15.5,3.1,0,2.2,8.6,7.9,44.9,100,9.30,72.45
24/06/1976 00:00,16.3,6.6,0,2.2,8.3,10.1,54.5,100,11.45,77.25
25/06/1976 00:00,16.7,8.8,0,3.5,9.8,9.1,47.9,80.4,12.75,64.15
26/06/1976 00:00,16.1,8.1,0,2.4,7,9.8,53.6,90.8,12.10,72.2
27/06/1976 00:00,16.4,10.6,0,1.7,8.1,13,69.7,100,13.50,84.85
28/06/1976 00:00,14.9,7.6,5,1.4,7,12,70.9,100,11.25,85.45
29/06/1976 00:00,14.2,5.8,5,1.2,5.9,10.8,66.7,100,10.00,83.35
30/06/1976 00:00,14,3,2.2,0.8,8.6,9.6,60.1,100,8.50,80.05
01/07/1976 00:00,16,3.6,0,2,10.2,9.5,52.3,100,9.80,76.15
02/07/1976 00:00,17.9,5.6,0,2.9,8.2,8.3,40.5,91.3,11.75,65.9
