!				1				2			3			4			5			6			7,
&bc
headings1 = 	timestep, 	time, 	      oxy,		  nit,		  amm,		 frp, 	      pocl,
                2095,         1047.00,       263.0121,      0.2946,      2.0562,      0.0270,      267.2116,
                2096,         1047.50,       246.2892,      0.2983,      2.0852,      0.0287,      0.4413,
                2097,         1048.00,       246.0293,      0.2971,      2.0811,      0.0286,      0.0896,
                2098,         1048.50,       245.5417,      0.2949,      2.0871,      0.0289,      0.2343,
                2099,         1049.00,       245.3847,      0.2918,      2.0832,      0.0288,      0.0721,
                2100,         1049.50,       245.0963,      0.2919,      2.0839,      0.0288,      0.0226,
                2101,         1050.00,       244.4461,      0.2910,      2.0789,      0.0288,      0.0122,
                2102,         1050.50,       243.6373,      0.2870,      2.0877,      0.0295,      0.0485,
                2103,         1051.00,       243.5219,      0.2873,      2.0876,      0.0294,      0.0070,
                2104,         1051.50,       242.6608,      0.2883,      2.0842,      0.0293,      0.0138,
                2105,         1052.00,       239.9124,      0.2854,      2.0620,      0.0290,      0.0085,
                2106,         1052.50,       235.9979,      0.2822,      2.0450,      0.0289,      0.0213,
                2107,         1053.00,       232.7343,      0.2786,      2.0169,      0.0285,      0.0067,
                2108,         1053.50,       228.8019,      0.2757,      1.9869,      0.0280,      0.0138,
                2109,         1054.00,       223.2745,      0.2706,      1.9404,      0.0272,      0.0099,
                2110,         1054.50,       218.3373,      0.2654,      1.8987,      0.0266,      0.0015,
                2111,         1055.00,       216.2441,      0.2631,      1.8826,      0.0264,      0.0039,
                2112,         1055.50,       216.4205,      0.2642,      1.9032,      0.0269,      0.0179,
                2113,         1056.00,       216.7805,      0.2639,      1.9082,      0.0269,      0.0123,
                2114,         1056.50,       213.9254,      0.2624,      1.9140,      0.0275,      0.0349,
                2115,         1057.00,       200.1063,      0.2476,      1.7922,      0.0254,      0.0018,
                2116,         1057.50,       256.1442,      0.9302,      3.1447,      0.0317,      0.4660,
                2117,         1058.00,       407.0397,      0.7735,      3.6229,      0.0430,      9.7049,
                2118,         1058.50,       219.9193,      0.7918,      3.2288,      0.0347,      0.0213,
                2119,         1059.00,       107.7371,      0.6206,      2.7986,      0.0204,      0.3088,
                2120,         1059.50,       110.0002,      0.5989,      2.7173,      0.0204,      0.0275,
                2121,         1060.00,       215.9879,      0.5827,      2.6122,      0.0178,      0.5777,
                2122,         1060.50,       204.4444,      0.5533,      2.4744,      0.0169,      0.0086,
                2123,         1061.00,       272.4948,      0.5822,      2.7140,      0.0224,      4.3993,
                2124,         1061.50,       255.2779,      0.5465,      2.5509,      0.0212,      0.0059,
                2125,         1062.00,       387.2414,      0.9510,      3.0659,      0.0269,      15.0296,
                2126,         1062.50,       455.1171,      1.2060,      4.5308,      0.0657,      7.3186,
                2127,         1063.00,       273.3195,      0.8621,      3.4145,      0.0394,      5.9929,
                2128,         1063.50,       249.5182,      0.8535,      3.1796,      0.0299,      0.0113,
                2129,         1064.00,       249.3491,      0.8480,      3.1678,      0.0296,      0.0102,
                2130,         1064.50,       247.5889,      0.8310,      3.1303,      0.0293,      0.0160,
                2131,         1065.00,       242.0484,      0.8003,      3.0361,      0.0282,      0.0079,
                2132,         1065.50,       236.6364,      0.7686,      2.9508,      0.0276,      0.0097,
                2133,         1066.00,       233.8654,      0.7515,      2.9003,      0.0271,      0.0056,
                2134,         1066.50,       233.3435,      0.7372,      2.8796,      0.0272,      0.0084,
                2135,         1067.00,       233.2217,      0.7317,      2.8683,      0.0271,      0.0019,
                2136,         1067.50,       233.4011,      0.7276,      2.8669,      0.0273,      0.0015,
                2137,         1068.00,       233.4909,      0.7265,      2.8653,      0.0273,      0.0000,
                2138,         1068.50,       233.4899,      0.7265,      2.8653,      0.0273,      0.0006,
                2139,         1069.00,       233.4975,      0.7265,      2.8654,      0.0273,      0.0000,
                2140,         1069.50,       233.5128,      0.7244,      2.8656,      0.0275,      0.0056,
                2141,         1070.00,       233.5678,      0.7247,      2.8664,      0.0275,      0.0114,
                2142,         1070.50,       230.1558,      0.7012,      2.8157,      0.0279,      0.0099,
                2143,         1071.00,       218.4190,      0.6611,      2.6651,      0.0264,      0.0362,
                2144,         1071.50,       205.1090,      0.6262,      2.5049,      0.0246,      0.0184,
                2145,         1072.00,       195.4853,      1.2226,      3.3619,      0.0217,      12.9943,
                2146,         1072.50,       256.6949,      1.2111,      3.2956,      0.0232,      0.0248,
                2147,         1073.00,       248.9272,      1.1739,      3.1953,      0.0224,      0.0043,
                2148,         1073.50,       241.8499,      1.1331,      3.1101,      0.0221,      0.0294,
                2149,         1074.00,       234.8049,      1.0900,      3.0145,      0.0214,      0.0117,
                2150,         1074.50,       228.2531,      1.0565,      2.9322,      0.0209,      0.0255,
                2151,         1075.00,       454.8215,      1.2282,      5.4828,      0.0777,      6.3303,
                2152,         1075.50,       261.6971,      1.1819,      3.5957,      0.0385,      0.1659,
                2153,         1076.00,       252.2933,      1.1387,      3.4607,      0.0368,      0.0060,
                2154,         1076.50,       244.3419,      1.1037,      3.3491,      0.0356,      0.0068,
                2155,         1077.00,       241.7069,      1.0912,      3.3113,      0.0351,      0.0040,
                2156,         1077.50,       241.6588,      1.0855,      3.3081,      0.0351,      0.0085,
                2157,         1078.00,       241.8391,      1.0798,      3.3008,      0.0349,      0.0020,
                2158,         1078.50,       242.8281,      1.0651,      3.2922,      0.0350,      0.0062,
                2159,         1079.00,       243.7689,      1.0502,      3.2735,      0.0347,      0.0039,
                2160,         1079.50,       245.6469,      1.0256,      3.2563,      0.0350,      0.0026,
                2161,         1080.00,       245.7919,      1.0240,      3.2535,      0.0349,      0.0002,
                2162,         1080.50,       247.4486,      0.9867,      3.2285,      0.0362,      0.0033,
                2163,         1081.00,       246.5551,      0.9595,      3.1805,      0.0363,      0.0030,
                2164,         1081.50,       245.7853,      0.9179,      3.1819,      0.0396,      0.0047,
                2165,         1082.00,       243.3817,      0.9015,      3.1451,      0.0392,      0.0043,
                2166,         1082.50,       241.2611,      0.8928,      3.1266,      0.0392,      0.0013,
                2167,         1083.00,       240.3964,      0.8900,      3.1155,      0.0390,      0.0001,
                2168,         1083.50,       240.1756,      0.8895,      3.1129,      0.0390,      0.0000,
                2169,         1084.00,       240.0755,      0.8895,      3.1117,      0.0389,      0.0000,
                2170,         1084.50,       240.0119,      0.8893,      3.1109,      0.0389,      0.0000,
                2171,         1085.00,       239.8338,      0.8882,      3.1085,      0.0389,      0.0015,
                2172,         1085.50,       237.1592,      0.8767,      3.0851,      0.0386,      0.0064,
